Local Government Area,Total cases,Date
Aurukun Shire,97,2022-06-27
Balonne Shire,286,2022-06-27
Banana Shire,597,2022-06-27
Barcaldine Regional,76,2022-06-27
Barcoo Shire,3,2022-06-27
Blackall Tambo Regional,46,2022-06-27
Boulia Shire,11,2022-06-27
Brisbane City,131983,2022-06-27
Bulloo Shire,8,2022-06-27
Bundaberg Regional,6805,2022-06-27
Burdekin Shire,1173,2022-06-27
Burke Shire,7,2022-06-27
Cairns Regional,40268,2022-06-27
Carpentaria Shire,155,2022-06-27
Cassowary Coast Regional,4412,2022-06-27
Central Highlands Regional,1720,2022-06-27
Charters Towers Regional,273,2022-06-27
Cherbourg Aboriginal Shire,304,2022-06-27
Cloncurry Shire,130,2022-06-27
Cook Shire,907,2022-06-27
Croydon Shire,15,2022-06-27
Diamantina Shire,20,2022-06-27
Doomadgee Aboriginal Shire,158,2022-06-27
Douglas Shire,2547,2022-06-27
Etheridge Shire,51,2022-06-27
Flinders Shire,130,2022-06-27
Fraser Coast Regional,9773,2022-06-27
Gladstone Regional,3230,2022-06-27
Gold Coast City,73941,2022-06-27
Goondiwindi Regional,552,2022-06-27
Gympie Regional,3222,2022-06-27
Hinchinbrook Shire,436,2022-06-27
Hope Vale Aboriginal Shire,263,2022-06-27
Interstate/Other,15507,2022-06-27
Ipswich City,27984,2022-06-27
Isaac Regional,887,2022-06-27
Kowanyama Aboriginal Shire,158,2022-06-27
Livingstone Shire,2364,2022-06-27
Lockhart River Aboriginal Shire,126,2022-06-27
Lockyer Valley Regional,2639,2022-06-27
Logan City,35870,2022-06-27
Longreach Regional,80,2022-06-27
Mackay Regional,10564,2022-06-27
Mapoon Aboriginal Shire,62,2022-06-27
Maranoa Regional,830,2022-06-27
Mareeba Shire,4207,2022-06-27
McKinlay Shire,9,2022-06-27
Moreton Bay Regional,46798,2022-06-27
Mornington Shire,127,2022-06-27
Mount Isa City,722,2022-06-27
Murweh Shire,184,2022-06-27
Napranum Aboriginal Shire,252,2022-06-27
Noosa Shire,5058,2022-06-27
North Burnett Regional,448,2022-06-27
Northern Peninsula Area Regional,651,2022-06-27
Not Supplied,729738,2022-06-27
Palm Island Aboriginal Shire,665,2022-06-27
Paroo Shire,67,2022-06-27
Pormpuraaw Aboriginal Shire,193,2022-06-27
Quilpie Shire,25,2022-06-27
Redland City,14833,2022-06-27
Richmond Shire,33,2022-06-27
Rockhampton Regional,5810,2022-06-27
Scenic Rim Regional,2375,2022-06-27
Somerset Regional,1582,2022-06-27
South Burnett Regional,1235,2022-06-27
Southern Downs Regional,2163,2022-06-27
Sunshine Coast Regional,34065,2022-06-27
Tablelands Regional,3591,2022-06-27
Toowoomba Regional,10476,2022-06-27
Torres Shire,1187,2022-06-27
Torres Strait Island Regional,912,2022-06-27
Townsville City,23222,2022-06-27
Weipa Town,1200,2022-06-27
Western Downs Regional,1270,2022-06-27
Whitsunday Regional,2484,2022-06-27
Winton Shire,23,2022-06-27
Woorabinda Aboriginal Shire,293,2022-06-27
Wujal Wujal Aboriginal Shire,92,2022-06-27
Yarrabah Aboriginal Shire,811,2022-06-27
Total cases,1277471,2022-06-27
