Local Government Area,Total cases,Date
Aurukun Shire,85,2022-02-22
Balonne Shire,99,2022-02-22
Banana Shire,353,2022-02-22
Barcaldine Regional,18,2022-02-22
Barcoo Shire,2,2022-02-22
Blackall Tambo Regional,20,2022-02-22
Boulia Shire,3,2022-02-22
Brisbane City,85485,2022-02-22
Bulloo Shire,5,2022-02-22
Bundaberg Regional,2962,2022-02-22
Burdekin Shire,808,2022-02-22
Burke Shire,4,2022-02-22
Cairns Regional,17508,2022-02-22
Carpentaria Shire,117,2022-02-22
Cassowary Coast Regional,1790,2022-02-22
Central Highlands Regional,986,2022-02-22
Charters Towers Regional,197,2022-02-22
Cherbourg Aboriginal Shire,194,2022-02-22
Cloncurry Shire,80,2022-02-22
Cook Shire,392,2022-02-22
Croydon Shire,2,2022-02-22
Diamantina Shire,2,2022-02-22
Doomadgee Aboriginal Shire,126,2022-02-22
Douglas Shire,1278,2022-02-22
Etheridge Shire,9,2022-02-22
Flinders Shire,68,2022-02-22
Fraser Coast Regional,3213,2022-02-22
Gladstone Regional,1526,2022-02-22
Gold Coast City,54010,2022-02-22
Goondiwindi Regional,396,2022-02-22
Gympie Regional,1685,2022-02-22
Hinchinbrook Shire,275,2022-02-22
Hope Vale Aboriginal Shire,43,2022-02-22
Interstate/Other,12300,2022-02-22
Ipswich City,17653,2022-02-22
Isaac Regional,638,2022-02-22
Kowanyama Aboriginal Shire,130,2022-02-22
Livingstone Shire,1451,2022-02-22
Lockhart River Aboriginal Shire,98,2022-02-22
Lockyer Valley Regional,1657,2022-02-22
Logan City,25857,2022-02-22
Longreach Regional,29,2022-02-22
Mackay Regional,6079,2022-02-22
Mapoon Aboriginal Shire,40,2022-02-22
Maranoa Regional,435,2022-02-22
Mareeba Shire,1752,2022-02-22
McKinlay Shire,6,2022-02-22
Moreton Bay Regional,27317,2022-02-22
Mornington Shire,92,2022-02-22
Mount Isa City,599,2022-02-22
Murweh Shire,88,2022-02-22
Napranum Aboriginal Shire,152,2022-02-22
Noosa Shire,3470,2022-02-22
North Burnett Regional,225,2022-02-22
Northern Peninsula Area Regional,486,2022-02-22
Not Supplied,202496,2022-02-22
Palm Island Aboriginal Shire,522,2022-02-22
Paroo Shire,34,2022-02-22
Pormpuraaw Aboriginal Shire,140,2022-02-22
Quilpie Shire,13,2022-02-22
Redland City,9174,2022-02-22
Richmond Shire,12,2022-02-22
Rockhampton Regional,3093,2022-02-22
Scenic Rim Regional,1422,2022-02-22
Somerset Regional,1019,2022-02-22
South Burnett Regional,841,2022-02-22
Southern Downs Regional,1215,2022-02-22
Sunshine Coast Regional,21386,2022-02-22
Tablelands Regional,1057,2022-02-22
Toowoomba Regional,5042,2022-02-22
Torres Shire,565,2022-02-22
Torres Strait Island Regional,424,2022-02-22
Townsville City,11009,2022-02-22
Weipa Town,380,2022-02-22
Western Downs Regional,864,2022-02-22
Whitsunday Regional,2058,2022-02-22
Winton Shire,14,2022-02-22
Woorabinda Aboriginal Shire,13,2022-02-22
Wujal Wujal Aboriginal Shire,41,2022-02-22
Yarrabah Aboriginal Shire,657,2022-02-22
Total cases,537786,2022-02-22
