Local Government Area,Total cases,Date
Aurukun Shire,136,2022-08-26
Balonne Shire,450,2022-08-26
Banana Shire,804,2022-08-26
Barcaldine Regional,161,2022-08-26
Barcoo Shire,4,2022-08-26
Blackall Tambo Regional,83,2022-08-26
Boulia Shire,13,2022-08-26
Brisbane City,167244,2022-08-26
Bulloo Shire,12,2022-08-26
Bundaberg Regional,10264,2022-08-26
Burdekin Shire,1462,2022-08-26
Burke Shire,27,2022-08-26
Cairns Regional,48316,2022-08-26
Carpentaria Shire,169,2022-08-26
Cassowary Coast Regional,5619,2022-08-26
Central Highlands Regional,2162,2022-08-26
Charters Towers Regional,1181,2022-08-26
Cherbourg Aboriginal Shire,352,2022-08-26
Cloncurry Shire,183,2022-08-26
Cook Shire,1142,2022-08-26
Croydon Shire,23,2022-08-26
Diamantina Shire,32,2022-08-26
Doomadgee Aboriginal Shire,174,2022-08-26
Douglas Shire,2990,2022-08-26
Etheridge Shire,65,2022-08-26
Flinders Shire,179,2022-08-26
Fraser Coast Regional,12155,2022-08-26
Gladstone Regional,4799,2022-08-26
Gold Coast City,91868,2022-08-26
Goondiwindi Regional,787,2022-08-26
Gympie Regional,4119,2022-08-26
Hinchinbrook Shire,612,2022-08-26
Hope Vale Aboriginal Shire,337,2022-08-26
Interstate/Other,20850,2022-08-26
Ipswich City,33087,2022-08-26
Isaac Regional,1085,2022-08-26
Kowanyama Aboriginal Shire,193,2022-08-26
Livingstone Shire,2978,2022-08-26
Lockhart River Aboriginal Shire,153,2022-08-26
Lockyer Valley Regional,3245,2022-08-26
Logan City,43262,2022-08-26
Longreach Regional,152,2022-08-26
Mackay Regional,13244,2022-08-26
Mapoon Aboriginal Shire,81,2022-08-26
Maranoa Regional,1182,2022-08-26
Mareeba Shire,5358,2022-08-26
McKinlay Shire,21,2022-08-26
Moreton Bay Regional,60678,2022-08-26
Mornington Shire,132,2022-08-26
Mount Isa City,2031,2022-08-26
Murweh Shire,347,2022-08-26
Napranum Aboriginal Shire,274,2022-08-26
Noosa Shire,6542,2022-08-26
North Burnett Regional,696,2022-08-26
Northern Peninsula Area Regional,772,2022-08-26
Not Supplied,901564,2022-08-26
Palm Island Aboriginal Shire,762,2022-08-26
Paroo Shire,92,2022-08-26
Pormpuraaw Aboriginal Shire,227,2022-08-26
Quilpie Shire,45,2022-08-26
Redland City,18463,2022-08-26
Richmond Shire,52,2022-08-26
Rockhampton Regional,6941,2022-08-26
Scenic Rim Regional,3144,2022-08-26
Somerset Regional,1967,2022-08-26
South Burnett Regional,1710,2022-08-26
Southern Downs Regional,3161,2022-08-26
Sunshine Coast Regional,42930,2022-08-26
Tablelands Regional,4679,2022-08-26
Toowoomba Regional,18331,2022-08-26
Torres Shire,1353,2022-08-26
Torres Strait Island Regional,1035,2022-08-26
Townsville City,28782,2022-08-26
Weipa Town,1489,2022-08-26
Western Downs Regional,1715,2022-08-26
Whitsunday Regional,3199,2022-08-26
Winton Shire,46,2022-08-26
Woorabinda Aboriginal Shire,330,2022-08-26
Wujal Wujal Aboriginal Shire,108,2022-08-26
Yarrabah Aboriginal Shire,1058,2022-08-26
Total cases,1597470,2022-08-26
