Local Government Area,Total cases,Date
Aurukun Shire,88,2022-03-02
Balonne Shire,102,2022-03-02
Banana Shire,375,2022-03-02
Barcaldine Regional,18,2022-03-02
Barcoo Shire,2,2022-03-02
Blackall Tambo Regional,20,2022-03-02
Boulia Shire,5,2022-03-02
Brisbane City,87604,2022-03-02
Bulloo Shire,5,2022-03-02
Bundaberg Regional,3248,2022-03-02
Burdekin Shire,855,2022-03-02
Burke Shire,4,2022-03-02
Cairns Regional,18824,2022-03-02
Carpentaria Shire,121,2022-03-02
Cassowary Coast Regional,1871,2022-03-02
Central Highlands Regional,1041,2022-03-02
Charters Towers Regional,207,2022-03-02
Cherbourg Aboriginal Shire,205,2022-03-02
Cloncurry Shire,85,2022-03-02
Cook Shire,431,2022-03-02
Croydon Shire,2,2022-03-02
Diamantina Shire,2,2022-03-02
Doomadgee Aboriginal Shire,132,2022-03-02
Douglas Shire,1336,2022-03-02
Etheridge Shire,9,2022-03-02
Flinders Shire,70,2022-03-02
Fraser Coast Regional,3430,2022-03-02
Gladstone Regional,1639,2022-03-02
Gold Coast City,55245,2022-03-02
Goondiwindi Regional,406,2022-03-02
Gympie Regional,1776,2022-03-02
Hinchinbrook Shire,301,2022-03-02
Hope Vale Aboriginal Shire,69,2022-03-02
Interstate/Other,12379,2022-03-02
Ipswich City,18200,2022-03-02
Isaac Regional,665,2022-03-02
Kowanyama Aboriginal Shire,135,2022-03-02
Livingstone Shire,1516,2022-03-02
Lockhart River Aboriginal Shire,102,2022-03-02
Lockyer Valley Regional,1688,2022-03-02
Logan City,26487,2022-03-02
Longreach Regional,34,2022-03-02
Mackay Regional,6406,2022-03-02
Mapoon Aboriginal Shire,45,2022-03-02
Maranoa Regional,452,2022-03-02
Mareeba Shire,1836,2022-03-02
McKinlay Shire,7,2022-03-02
Moreton Bay Regional,28457,2022-03-02
Mornington Shire,100,2022-03-02
Mount Isa City,619,2022-03-02
Murweh Shire,89,2022-03-02
Napranum Aboriginal Shire,205,2022-03-02
Noosa Shire,3531,2022-03-02
North Burnett Regional,231,2022-03-02
Northern Peninsula Area Regional,520,2022-03-02
Not Supplied,225031,2022-03-02
Palm Island Aboriginal Shire,571,2022-03-02
Paroo Shire,36,2022-03-02
Pormpuraaw Aboriginal Shire,177,2022-03-02
Quilpie Shire,13,2022-03-02
Redland City,9566,2022-03-02
Richmond Shire,14,2022-03-02
Rockhampton Regional,3355,2022-03-02
Scenic Rim Regional,1469,2022-03-02
Somerset Regional,1043,2022-03-02
South Burnett Regional,863,2022-03-02
Southern Downs Regional,1276,2022-03-02
Sunshine Coast Regional,22049,2022-03-02
Tablelands Regional,1103,2022-03-02
Toowoomba Regional,5209,2022-03-02
Torres Shire,706,2022-03-02
Torres Strait Island Regional,484,2022-03-02
Townsville City,11900,2022-03-02
Weipa Town,547,2022-03-02
Western Downs Regional,894,2022-03-02
Whitsunday Regional,2108,2022-03-02
Winton Shire,15,2022-03-02
Woorabinda Aboriginal Shire,15,2022-03-02
Wujal Wujal Aboriginal Shire,46,2022-03-02
Yarrabah Aboriginal Shire,677,2022-03-02
Total cases,572399,2022-03-02
