Local Government Area,Total cases,Date
Aurukun Shire,91,2022-03-27
Balonne Shire,142,2022-03-27
Banana Shire,472,2022-03-27
Barcaldine Regional,21,2022-03-27
Barcoo Shire,2,2022-03-27
Blackall Tambo Regional,21,2022-03-27
Boulia Shire,9,2022-03-27
Brisbane City,97886,2022-03-27
Bulloo Shire,7,2022-03-27
Bundaberg Regional,4343,2022-03-27
Burdekin Shire,941,2022-03-27
Burke Shire,5,2022-03-27
Cairns Regional,23886,2022-03-27
Carpentaria Shire,131,2022-03-27
Cassowary Coast Regional,2648,2022-03-27
Central Highlands Regional,1203,2022-03-27
Charters Towers Regional,234,2022-03-27
Cherbourg Aboriginal Shire,214,2022-03-27
Cloncurry Shire,106,2022-03-27
Cook Shire,621,2022-03-27
Croydon Shire,4,2022-03-27
Diamantina Shire,3,2022-03-27
Doomadgee Aboriginal Shire,148,2022-03-27
Douglas Shire,1565,2022-03-27
Etheridge Shire,13,2022-03-27
Flinders Shire,72,2022-03-27
Fraser Coast Regional,4524,2022-03-27
Gladstone Regional,2471,2022-03-27
Gold Coast City,59758,2022-03-27
Goondiwindi Regional,435,2022-03-27
Gympie Regional,2045,2022-03-27
Hinchinbrook Shire,330,2022-03-27
Hope Vale Aboriginal Shire,201,2022-03-27
Interstate/Other,12876,2022-03-27
Ipswich City,20252,2022-03-27
Isaac Regional,749,2022-03-27
Kowanyama Aboriginal Shire,137,2022-03-27
Livingstone Shire,1788,2022-03-27
Lockhart River Aboriginal Shire,102,2022-03-27
Lockyer Valley Regional,1821,2022-03-27
Logan City,28648,2022-03-27
Longreach Regional,35,2022-03-27
Mackay Regional,7496,2022-03-27
Mapoon Aboriginal Shire,53,2022-03-27
Maranoa Regional,524,2022-03-27
Mareeba Shire,2354,2022-03-27
McKinlay Shire,8,2022-03-27
Moreton Bay Regional,33059,2022-03-27
Mornington Shire,118,2022-03-27
Mount Isa City,655,2022-03-27
Murweh Shire,94,2022-03-27
Napranum Aboriginal Shire,225,2022-03-27
Noosa Shire,3807,2022-03-27
North Burnett Regional,300,2022-03-27
Northern Peninsula Area Regional,583,2022-03-27
Not Supplied,333900,2022-03-27
Palm Island Aboriginal Shire,629,2022-03-27
Paroo Shire,43,2022-03-27
Pormpuraaw Aboriginal Shire,180,2022-03-27
Quilpie Shire,13,2022-03-27
Redland City,10818,2022-03-27
Richmond Shire,17,2022-03-27
Rockhampton Regional,4290,2022-03-27
Scenic Rim Regional,1629,2022-03-27
Somerset Regional,1118,2022-03-27
South Burnett Regional,933,2022-03-27
Southern Downs Regional,1447,2022-03-27
Sunshine Coast Regional,24617,2022-03-27
Tablelands Regional,1864,2022-03-27
Toowoomba Regional,6006,2022-03-27
Torres Shire,904,2022-03-27
Torres Strait Island Regional,661,2022-03-27
Townsville City,15338,2022-03-27
Weipa Town,665,2022-03-27
Western Downs Regional,1022,2022-03-27
Whitsunday Regional,2219,2022-03-27
Winton Shire,18,2022-03-27
Woorabinda Aboriginal Shire,17,2022-03-27
Wujal Wujal Aboriginal Shire,55,2022-03-27
Yarrabah Aboriginal Shire,697,2022-03-27
Total cases,729336,2022-03-27
