Local Government Area,Total cases,Date
Aurukun Shire,134,2022-08-08
Balonne Shire,437,2022-08-08
Banana Shire,786,2022-08-08
Barcaldine Regional,152,2022-08-08
Barcoo Shire,4,2022-08-08
Blackall Tambo Regional,81,2022-08-08
Boulia Shire,13,2022-08-08
Brisbane City,164300,2022-08-08
Bulloo Shire,12,2022-08-08
Bundaberg Regional,9993,2022-08-08
Burdekin Shire,1446,2022-08-08
Burke Shire,27,2022-08-08
Cairns Regional,45777,2022-08-08
Carpentaria Shire,169,2022-08-08
Cassowary Coast Regional,5243,2022-08-08
Central Highlands Regional,2120,2022-08-08
Charters Towers Regional,1160,2022-08-08
Cherbourg Aboriginal Shire,349,2022-08-08
Cloncurry Shire,178,2022-08-08
Cook Shire,1112,2022-08-08
Croydon Shire,19,2022-08-08
Diamantina Shire,31,2022-08-08
Doomadgee Aboriginal Shire,173,2022-08-08
Douglas Shire,2843,2022-08-08
Etheridge Shire,62,2022-08-08
Flinders Shire,179,2022-08-08
Fraser Coast Regional,11873,2022-08-08
Gladstone Regional,4757,2022-08-08
Gold Coast City,90378,2022-08-08
Goondiwindi Regional,756,2022-08-08
Gympie Regional,4050,2022-08-08
Hinchinbrook Shire,595,2022-08-08
Hope Vale Aboriginal Shire,323,2022-08-08
Interstate/Other,20699,2022-08-08
Ipswich City,32470,2022-08-08
Isaac Regional,1073,2022-08-08
Kowanyama Aboriginal Shire,193,2022-08-08
Livingstone Shire,2944,2022-08-08
Lockhart River Aboriginal Shire,139,2022-08-08
Lockyer Valley Regional,3127,2022-08-08
Logan City,42612,2022-08-08
Longreach Regional,147,2022-08-08
Mackay Regional,13050,2022-08-08
Mapoon Aboriginal Shire,80,2022-08-08
Maranoa Regional,1150,2022-08-08
Mareeba Shire,4979,2022-08-08
McKinlay Shire,20,2022-08-08
Moreton Bay Regional,59296,2022-08-08
Mornington Shire,132,2022-08-08
Mount Isa City,1953,2022-08-08
Murweh Shire,334,2022-08-08
Napranum Aboriginal Shire,272,2022-08-08
Noosa Shire,6422,2022-08-08
North Burnett Regional,648,2022-08-08
Northern Peninsula Area Regional,767,2022-08-08
Not Supplied,873493,2022-08-08
Palm Island Aboriginal Shire,754,2022-08-08
Paroo Shire,91,2022-08-08
Pormpuraaw Aboriginal Shire,216,2022-08-08
Quilpie Shire,43,2022-08-08
Redland City,18178,2022-08-08
Richmond Shire,53,2022-08-08
Rockhampton Regional,6872,2022-08-08
Scenic Rim Regional,3078,2022-08-08
Somerset Regional,1924,2022-08-08
South Burnett Regional,1641,2022-08-08
Southern Downs Regional,3050,2022-08-08
Sunshine Coast Regional,42254,2022-08-08
Tablelands Regional,4386,2022-08-08
Toowoomba Regional,17894,2022-08-08
Torres Shire,1313,2022-08-08
Torres Strait Island Regional,984,2022-08-08
Townsville City,28567,2022-08-08
Weipa Town,1435,2022-08-08
Western Downs Regional,1657,2022-08-08
Whitsunday Regional,3172,2022-08-08
Winton Shire,44,2022-08-08
Woorabinda Aboriginal Shire,331,2022-08-08
Wujal Wujal Aboriginal Shire,106,2022-08-08
Yarrabah Aboriginal Shire,941,2022-08-08
Total cases,1554516,2022-08-08
