Local Government Area,Total cases,Date
Aurukun Shire,94,2022-04-06
Balonne Shire,150,2022-04-06
Banana Shire,491,2022-04-06
Barcaldine Regional,25,2022-04-06
Barcoo Shire,2,2022-04-06
Blackall Tambo Regional,21,2022-04-06
Boulia Shire,9,2022-04-06
Brisbane City,104301,2022-04-06
Bulloo Shire,7,2022-04-06
Bundaberg Regional,4890,2022-04-06
Burdekin Shire,955,2022-04-06
Burke Shire,7,2022-04-06
Cairns Regional,27157,2022-04-06
Carpentaria Shire,138,2022-04-06
Cassowary Coast Regional,2912,2022-04-06
Central Highlands Regional,1285,2022-04-06
Charters Towers Regional,239,2022-04-06
Cherbourg Aboriginal Shire,224,2022-04-06
Cloncurry Shire,111,2022-04-06
Cook Shire,669,2022-04-06
Croydon Shire,4,2022-04-06
Diamantina Shire,4,2022-04-06
Doomadgee Aboriginal Shire,154,2022-04-06
Douglas Shire,1773,2022-04-06
Etheridge Shire,18,2022-04-06
Flinders Shire,73,2022-04-06
Fraser Coast Regional,5314,2022-04-06
Gladstone Regional,2686,2022-04-06
Gold Coast City,62354,2022-04-06
Goondiwindi Regional,447,2022-04-06
Gympie Regional,2248,2022-04-06
Hinchinbrook Shire,340,2022-04-06
Hope Vale Aboriginal Shire,219,2022-04-06
Interstate/Other,13124,2022-04-06
Ipswich City,22121,2022-04-06
Isaac Regional,772,2022-04-06
Kowanyama Aboriginal Shire,139,2022-04-06
Livingstone Shire,1944,2022-04-06
Lockhart River Aboriginal Shire,105,2022-04-06
Lockyer Valley Regional,2003,2022-04-06
Logan City,29795,2022-04-06
Longreach Regional,38,2022-04-06
Mackay Regional,8012,2022-04-06
Mapoon Aboriginal Shire,54,2022-04-06
Maranoa Regional,557,2022-04-06
Mareeba Shire,2572,2022-04-06
McKinlay Shire,8,2022-04-06
Moreton Bay Regional,35756,2022-04-06
Mornington Shire,120,2022-04-06
Mount Isa City,665,2022-04-06
Murweh Shire,104,2022-04-06
Napranum Aboriginal Shire,234,2022-04-06
Noosa Shire,4013,2022-04-06
North Burnett Regional,320,2022-04-06
Northern Peninsula Area Regional,599,2022-04-06
Not Supplied,396771,2022-04-06
Palm Island Aboriginal Shire,640,2022-04-06
Paroo Shire,46,2022-04-06
Pormpuraaw Aboriginal Shire,183,2022-04-06
Quilpie Shire,14,2022-04-06
Redland City,11497,2022-04-06
Richmond Shire,23,2022-04-06
Rockhampton Regional,4650,2022-04-06
Scenic Rim Regional,1756,2022-04-06
Somerset Regional,1205,2022-04-06
South Burnett Regional,987,2022-04-06
Southern Downs Regional,1499,2022-04-06
Sunshine Coast Regional,26356,2022-04-06
Tablelands Regional,2232,2022-04-06
Toowoomba Regional,6695,2022-04-06
Torres Shire,1011,2022-04-06
Torres Strait Island Regional,745,2022-04-06
Townsville City,16448,2022-04-06
Weipa Town,777,2022-04-06
Western Downs Regional,1064,2022-04-06
Whitsunday Regional,2254,2022-04-06
Winton Shire,18,2022-04-06
Woorabinda Aboriginal Shire,17,2022-04-06
Wujal Wujal Aboriginal Shire,61,2022-04-06
Yarrabah Aboriginal Shire,716,2022-04-06
Total cases,820041,2022-04-06
