Local Government Area,Total cases,Date
Aurukun Shire,123,2022-07-27
Balonne Shire,422,2022-07-27
Banana Shire,765,2022-07-27
Barcaldine Regional,142,2022-07-27
Barcoo Shire,3,2022-07-27
Blackall Tambo Regional,77,2022-07-27
Boulia Shire,12,2022-07-27
Brisbane City,154353,2022-07-27
Bulloo Shire,11,2022-07-27
Bundaberg Regional,9665,2022-07-27
Burdekin Shire,1428,2022-07-27
Burke Shire,26,2022-07-27
Cairns Regional,44373,2022-07-27
Carpentaria Shire,164,2022-07-27
Cassowary Coast Regional,4978,2022-07-27
Central Highlands Regional,2075,2022-07-27
Charters Towers Regional,1129,2022-07-27
Cherbourg Aboriginal Shire,343,2022-07-27
Cloncurry Shire,165,2022-07-27
Cook Shire,1025,2022-07-27
Croydon Shire,18,2022-07-27
Diamantina Shire,30,2022-07-27
Doomadgee Aboriginal Shire,163,2022-07-27
Douglas Shire,2765,2022-07-27
Etheridge Shire,62,2022-07-27
Flinders Shire,176,2022-07-27
Fraser Coast Regional,11487,2022-07-27
Gladstone Regional,4684,2022-07-27
Gold Coast City,85651,2022-07-27
Goondiwindi Regional,722,2022-07-27
Gympie Regional,3882,2022-07-27
Hinchinbrook Shire,580,2022-07-27
Hope Vale Aboriginal Shire,316,2022-07-27
Interstate/Other,20779,2022-07-27
Ipswich City,29909,2022-07-27
Isaac Regional,1054,2022-07-27
Kowanyama Aboriginal Shire,187,2022-07-27
Livingstone Shire,2908,2022-07-27
Lockhart River Aboriginal Shire,134,2022-07-27
Lockyer Valley Regional,2977,2022-07-27
Logan City,40981,2022-07-27
Longreach Regional,132,2022-07-27
Mackay Regional,12708,2022-07-27
Mapoon Aboriginal Shire,78,2022-07-27
Maranoa Regional,1104,2022-07-27
Mareeba Shire,4728,2022-07-27
McKinlay Shire,20,2022-07-27
Moreton Bay Regional,55199,2022-07-27
Mornington Shire,132,2022-07-27
Mount Isa City,1872,2022-07-27
Murweh Shire,314,2022-07-27
Napranum Aboriginal Shire,265,2022-07-27
Noosa Shire,6103,2022-07-27
North Burnett Regional,624,2022-07-27
Northern Peninsula Area Regional,749,2022-07-27
Not Supplied,824262,2022-07-27
Palm Island Aboriginal Shire,729,2022-07-27
Paroo Shire,90,2022-07-27
Pormpuraaw Aboriginal Shire,206,2022-07-27
Quilpie Shire,42,2022-07-27
Redland City,16881,2022-07-27
Richmond Shire,50,2022-07-27
Rockhampton Regional,6756,2022-07-27
Scenic Rim Regional,2914,2022-07-27
Somerset Regional,1823,2022-07-27
South Burnett Regional,1565,2022-07-27
Southern Downs Regional,2952,2022-07-27
Sunshine Coast Regional,39217,2022-07-27
Tablelands Regional,4186,2022-07-27
Toowoomba Regional,17094,2022-07-27
Torres Shire,1284,2022-07-27
Torres Strait Island Regional,963,2022-07-27
Townsville City,28239,2022-07-27
Weipa Town,1372,2022-07-27
Western Downs Regional,1575,2022-07-27
Whitsunday Regional,3130,2022-07-27
Winton Shire,41,2022-07-27
Woorabinda Aboriginal Shire,311,2022-07-27
Wujal Wujal Aboriginal Shire,102,2022-07-27
Yarrabah Aboriginal Shire,889,2022-07-27
Total cases,1471445,2022-07-27
