Local Government Area,Total cases,Date
Aurukun Shire,84,2022-02-18
Balonne Shire,99,2022-02-18
Banana Shire,338,2022-02-18
Barcaldine Regional,17,2022-02-18
Barcoo Shire,2,2022-02-18
Blackall Tambo Regional,20,2022-02-18
Boulia Shire,2,2022-02-18
Brisbane City,83556,2022-02-18
Bulloo Shire,5,2022-02-18
Bundaberg Regional,2843,2022-02-18
Burdekin Shire,782,2022-02-18
Burke Shire,4,2022-02-18
Cairns Regional,16854,2022-02-18
Carpentaria Shire,108,2022-02-18
Cassowary Coast Regional,1755,2022-02-18
Central Highlands Regional,949,2022-02-18
Charters Towers Regional,196,2022-02-18
Cherbourg Aboriginal Shire,188,2022-02-18
Cloncurry Shire,80,2022-02-18
Cook Shire,369,2022-02-18
Croydon Shire,2,2022-02-18
Diamantina Shire,2,2022-02-18
Doomadgee Aboriginal Shire,118,2022-02-18
Douglas Shire,1259,2022-02-18
Etheridge Shire,9,2022-02-18
Flinders Shire,66,2022-02-18
Fraser Coast Regional,3080,2022-02-18
Gladstone Regional,1484,2022-02-18
Gold Coast City,53094,2022-02-18
Goondiwindi Regional,385,2022-02-18
Gympie Regional,1613,2022-02-18
Hinchinbrook Shire,269,2022-02-18
Hope Vale Aboriginal Shire,42,2022-02-18
Interstate/Other,12258,2022-02-18
Ipswich City,17352,2022-02-18
Isaac Regional,620,2022-02-18
Kowanyama Aboriginal Shire,118,2022-02-18
Livingstone Shire,1414,2022-02-18
Lockhart River Aboriginal Shire,95,2022-02-18
Lockyer Valley Regional,1646,2022-02-18
Logan City,25369,2022-02-18
Longreach Regional,29,2022-02-18
Mackay Regional,5864,2022-02-18
Mapoon Aboriginal Shire,28,2022-02-18
Maranoa Regional,426,2022-02-18
Mareeba Shire,1701,2022-02-18
McKinlay Shire,6,2022-02-18
Moreton Bay Regional,26511,2022-02-18
Mornington Shire,35,2022-02-18
Mount Isa City,590,2022-02-18
Murweh Shire,88,2022-02-18
Napranum Aboriginal Shire,143,2022-02-18
Noosa Shire,3407,2022-02-18
North Burnett Regional,217,2022-02-18
Northern Peninsula Area Regional,459,2022-02-18
Not Supplied,192027,2022-02-18
Palm Island Aboriginal Shire,504,2022-02-18
Paroo Shire,34,2022-02-18
Pormpuraaw Aboriginal Shire,102,2022-02-18
Quilpie Shire,13,2022-02-18
Redland City,8893,2022-02-18
Richmond Shire,11,2022-02-18
Rockhampton Regional,2924,2022-02-18
Scenic Rim Regional,1388,2022-02-18
Somerset Regional,994,2022-02-18
South Burnett Regional,819,2022-02-18
Southern Downs Regional,1194,2022-02-18
Sunshine Coast Regional,20923,2022-02-18
Tablelands Regional,1040,2022-02-18
Toowoomba Regional,4882,2022-02-18
Torres Shire,524,2022-02-18
Torres Strait Island Regional,386,2022-02-18
Townsville City,10484,2022-02-18
Weipa Town,293,2022-02-18
Western Downs Regional,849,2022-02-18
Whitsunday Regional,2014,2022-02-18
Winton Shire,14,2022-02-18
Woorabinda Aboriginal Shire,13,2022-02-18
Wujal Wujal Aboriginal Shire,36,2022-02-18
Yarrabah Aboriginal Shire,650,2022-02-18
Total cases,519061,2022-02-18
