Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-13
Balonne Shire,275,2022-06-13
Banana Shire,585,2022-06-13
Barcaldine Regional,61,2022-06-13
Barcoo Shire,3,2022-06-13
Blackall Tambo Regional,46,2022-06-13
Boulia Shire,11,2022-06-13
Brisbane City,129405,2022-06-13
Bulloo Shire,8,2022-06-13
Bundaberg Regional,6532,2022-06-13
Burdekin Shire,1138,2022-06-13
Burke Shire,7,2022-06-13
Cairns Regional,39388,2022-06-13
Carpentaria Shire,152,2022-06-13
Cassowary Coast Regional,4273,2022-06-13
Central Highlands Regional,1669,2022-06-13
Charters Towers Regional,265,2022-06-13
Cherbourg Aboriginal Shire,299,2022-06-13
Cloncurry Shire,128,2022-06-13
Cook Shire,892,2022-06-13
Croydon Shire,11,2022-06-13
Diamantina Shire,20,2022-06-13
Doomadgee Aboriginal Shire,155,2022-06-13
Douglas Shire,2505,2022-06-13
Etheridge Shire,50,2022-06-13
Flinders Shire,96,2022-06-13
Fraser Coast Regional,9100,2022-06-13
Gladstone Regional,3164,2022-06-13
Gold Coast City,72902,2022-06-13
Goondiwindi Regional,529,2022-06-13
Gympie Regional,3125,2022-06-13
Hinchinbrook Shire,426,2022-06-13
Hope Vale Aboriginal Shire,256,2022-06-13
Interstate/Other,15117,2022-06-13
Ipswich City,27478,2022-06-13
Isaac Regional,878,2022-06-13
Kowanyama Aboriginal Shire,156,2022-06-13
Livingstone Shire,2338,2022-06-13
Lockhart River Aboriginal Shire,124,2022-06-13
Lockyer Valley Regional,2559,2022-06-13
Logan City,35305,2022-06-13
Longreach Regional,76,2022-06-13
Mackay Regional,10394,2022-06-13
Mapoon Aboriginal Shire,62,2022-06-13
Maranoa Regional,778,2022-06-13
Mareeba Shire,4052,2022-06-13
McKinlay Shire,8,2022-06-13
Moreton Bay Regional,45744,2022-06-13
Mornington Shire,126,2022-06-13
Mount Isa City,702,2022-06-13
Murweh Shire,176,2022-06-13
Napranum Aboriginal Shire,249,2022-06-13
Noosa Shire,4951,2022-06-13
North Burnett Regional,438,2022-06-13
Northern Peninsula Area Regional,645,2022-06-13
Not Supplied,689075,2022-06-13
Palm Island Aboriginal Shire,660,2022-06-13
Paroo Shire,64,2022-06-13
Pormpuraaw Aboriginal Shire,193,2022-06-13
Quilpie Shire,24,2022-06-13
Redland City,14517,2022-06-13
Richmond Shire,33,2022-06-13
Rockhampton Regional,5721,2022-06-13
Scenic Rim Regional,2295,2022-06-13
Somerset Regional,1524,2022-06-13
South Burnett Regional,1182,2022-06-13
Southern Downs Regional,2028,2022-06-13
Sunshine Coast Regional,33453,2022-06-13
Tablelands Regional,3459,2022-06-13
Toowoomba Regional,9677,2022-06-13
Torres Shire,1185,2022-06-13
Torres Strait Island Regional,910,2022-06-13
Townsville City,22221,2022-06-13
Weipa Town,1182,2022-06-13
Western Downs Regional,1216,2022-06-13
Whitsunday Regional,2449,2022-06-13
Winton Shire,23,2022-06-13
Woorabinda Aboriginal Shire,127,2022-06-13
Wujal Wujal Aboriginal Shire,91,2022-06-13
Yarrabah Aboriginal Shire,796,2022-06-13
Total cases,1224031,2022-06-13
