Local Government Area,Total cases,Date
Aurukun Shire,90,2022-03-26
Balonne Shire,142,2022-03-26
Banana Shire,469,2022-03-26
Barcaldine Regional,21,2022-03-26
Barcoo Shire,2,2022-03-26
Blackall Tambo Regional,21,2022-03-26
Boulia Shire,9,2022-03-26
Brisbane City,97099,2022-03-26
Bulloo Shire,7,2022-03-26
Bundaberg Regional,4305,2022-03-26
Burdekin Shire,939,2022-03-26
Burke Shire,5,2022-03-26
Cairns Regional,23645,2022-03-26
Carpentaria Shire,131,2022-03-26
Cassowary Coast Regional,2628,2022-03-26
Central Highlands Regional,1195,2022-03-26
Charters Towers Regional,234,2022-03-26
Cherbourg Aboriginal Shire,214,2022-03-26
Cloncurry Shire,106,2022-03-26
Cook Shire,618,2022-03-26
Croydon Shire,4,2022-03-26
Diamantina Shire,3,2022-03-26
Doomadgee Aboriginal Shire,148,2022-03-26
Douglas Shire,1553,2022-03-26
Etheridge Shire,13,2022-03-26
Flinders Shire,72,2022-03-26
Fraser Coast Regional,4444,2022-03-26
Gladstone Regional,2450,2022-03-26
Gold Coast City,59492,2022-03-26
Goondiwindi Regional,431,2022-03-26
Gympie Regional,2035,2022-03-26
Hinchinbrook Shire,329,2022-03-26
Hope Vale Aboriginal Shire,201,2022-03-26
Interstate/Other,12837,2022-03-26
Ipswich City,20092,2022-03-26
Isaac Regional,743,2022-03-26
Kowanyama Aboriginal Shire,137,2022-03-26
Livingstone Shire,1772,2022-03-26
Lockhart River Aboriginal Shire,102,2022-03-26
Lockyer Valley Regional,1809,2022-03-26
Logan City,28512,2022-03-26
Longreach Regional,35,2022-03-26
Mackay Regional,7460,2022-03-26
Mapoon Aboriginal Shire,53,2022-03-26
Maranoa Regional,519,2022-03-26
Mareeba Shire,2347,2022-03-26
McKinlay Shire,8,2022-03-26
Moreton Bay Regional,32755,2022-03-26
Mornington Shire,118,2022-03-26
Mount Isa City,653,2022-03-26
Murweh Shire,93,2022-03-26
Napranum Aboriginal Shire,225,2022-03-26
Noosa Shire,3794,2022-03-26
North Burnett Regional,296,2022-03-26
Northern Peninsula Area Regional,582,2022-03-26
Not Supplied,328944,2022-03-26
Palm Island Aboriginal Shire,629,2022-03-26
Paroo Shire,42,2022-03-26
Pormpuraaw Aboriginal Shire,180,2022-03-26
Quilpie Shire,13,2022-03-26
Redland City,10748,2022-03-26
Richmond Shire,17,2022-03-26
Rockhampton Regional,4249,2022-03-26
Scenic Rim Regional,1608,2022-03-26
Somerset Regional,1114,2022-03-26
South Burnett Regional,928,2022-03-26
Southern Downs Regional,1440,2022-03-26
Sunshine Coast Regional,24427,2022-03-26
Tablelands Regional,1843,2022-03-26
Toowoomba Regional,5966,2022-03-26
Torres Shire,901,2022-03-26
Torres Strait Island Regional,661,2022-03-26
Townsville City,15241,2022-03-26
Weipa Town,658,2022-03-26
Western Downs Regional,1018,2022-03-26
Whitsunday Regional,2217,2022-03-26
Winton Shire,18,2022-03-26
Woorabinda Aboriginal Shire,17,2022-03-26
Wujal Wujal Aboriginal Shire,55,2022-03-26
Yarrabah Aboriginal Shire,697,2022-03-26
Total cases,721628,2022-03-26
