Local Government Area,Total cases,Date
Aurukun Shire,84,2022-02-16
Balonne Shire,99,2022-02-16
Banana Shire,331,2022-02-16
Barcaldine Regional,17,2022-02-16
Barcoo Shire,2,2022-02-16
Blackall Tambo Regional,20,2022-02-16
Boulia Shire,2,2022-02-16
Brisbane City,82080,2022-02-16
Bulloo Shire,5,2022-02-16
Bundaberg Regional,2755,2022-02-16
Burdekin Shire,770,2022-02-16
Burke Shire,4,2022-02-16
Cairns Regional,16499,2022-02-16
Carpentaria Shire,96,2022-02-16
Cassowary Coast Regional,1739,2022-02-16
Central Highlands Regional,904,2022-02-16
Charters Towers Regional,159,2022-02-16
Cherbourg Aboriginal Shire,188,2022-02-16
Cloncurry Shire,80,2022-02-16
Cook Shire,348,2022-02-16
Croydon Shire,2,2022-02-16
Diamantina Shire,2,2022-02-16
Doomadgee Aboriginal Shire,98,2022-02-16
Douglas Shire,1200,2022-02-16
Etheridge Shire,9,2022-02-16
Flinders Shire,62,2022-02-16
Fraser Coast Regional,2953,2022-02-16
Gladstone Regional,1439,2022-02-16
Gold Coast City,52415,2022-02-16
Goondiwindi Regional,379,2022-02-16
Gympie Regional,1548,2022-02-16
Hinchinbrook Shire,259,2022-02-16
Hope Vale Aboriginal Shire,37,2022-02-16
Interstate/Other,12235,2022-02-16
Ipswich City,17084,2022-02-16
Isaac Regional,611,2022-02-16
Kowanyama Aboriginal Shire,113,2022-02-16
Livingstone Shire,1376,2022-02-16
Lockhart River Aboriginal Shire,91,2022-02-16
Lockyer Valley Regional,1631,2022-02-16
Logan City,24968,2022-02-16
Longreach Regional,29,2022-02-16
Mackay Regional,5699,2022-02-16
Mapoon Aboriginal Shire,24,2022-02-16
Maranoa Regional,424,2022-02-16
Mareeba Shire,1675,2022-02-16
McKinlay Shire,5,2022-02-16
Moreton Bay Regional,25835,2022-02-16
Mornington Shire,35,2022-02-16
Mount Isa City,475,2022-02-16
Murweh Shire,87,2022-02-16
Napranum Aboriginal Shire,107,2022-02-16
Noosa Shire,3361,2022-02-16
North Burnett Regional,215,2022-02-16
Northern Peninsula Area Regional,434,2022-02-16
Not Supplied,187374,2022-02-16
Palm Island Aboriginal Shire,486,2022-02-16
Paroo Shire,34,2022-02-16
Pormpuraaw Aboriginal Shire,75,2022-02-16
Quilpie Shire,13,2022-02-16
Redland City,8668,2022-02-16
Richmond Shire,5,2022-02-16
Rockhampton Regional,2798,2022-02-16
Scenic Rim Regional,1358,2022-02-16
Somerset Regional,984,2022-02-16
South Burnett Regional,790,2022-02-16
Southern Downs Regional,1170,2022-02-16
Sunshine Coast Regional,20523,2022-02-16
Tablelands Regional,1029,2022-02-16
Toowoomba Regional,4765,2022-02-16
Torres Shire,480,2022-02-16
Torres Strait Island Regional,372,2022-02-16
Townsville City,9943,2022-02-16
Weipa Town,261,2022-02-16
Western Downs Regional,843,2022-02-16
Whitsunday Regional,1987,2022-02-16
Winton Shire,12,2022-02-16
Woorabinda Aboriginal Shire,12,2022-02-16
Wujal Wujal Aboriginal Shire,28,2022-02-16
Yarrabah Aboriginal Shire,637,2022-02-16
Total cases,507746,2022-02-16
