Local Government Area,Total cases,Date
Aurukun Shire,92,2022-04-23
Balonne Shire,183,2022-04-23
Banana Shire,528,2022-04-23
Barcaldine Regional,36,2022-04-23
Barcoo Shire,3,2022-04-23
Blackall Tambo Regional,24,2022-04-23
Boulia Shire,9,2022-04-23
Brisbane City,114146,2022-04-23
Bulloo Shire,7,2022-04-23
Bundaberg Regional,5466,2022-04-23
Burdekin Shire,1003,2022-04-23
Burke Shire,8,2022-04-23
Cairns Regional,32154,2022-04-23
Carpentaria Shire,139,2022-04-23
Cassowary Coast Regional,3391,2022-04-23
Central Highlands Regional,1444,2022-04-23
Charters Towers Regional,244,2022-04-23
Cherbourg Aboriginal Shire,261,2022-04-23
Cloncurry Shire,118,2022-04-23
Cook Shire,736,2022-04-23
Croydon Shire,6,2022-04-23
Diamantina Shire,13,2022-04-23
Doomadgee Aboriginal Shire,153,2022-04-23
Douglas Shire,2050,2022-04-23
Etheridge Shire,25,2022-04-23
Flinders Shire,75,2022-04-23
Fraser Coast Regional,6458,2022-04-23
Gladstone Regional,2871,2022-04-23
Gold Coast City,66607,2022-04-23
Goondiwindi Regional,465,2022-04-23
Gympie Regional,2606,2022-04-23
Hinchinbrook Shire,368,2022-04-23
Hope Vale Aboriginal Shire,240,2022-04-23
Interstate/Other,13792,2022-04-23
Ipswich City,24316,2022-04-23
Isaac Regional,825,2022-04-23
Kowanyama Aboriginal Shire,138,2022-04-23
Livingstone Shire,2091,2022-04-23
Lockhart River Aboriginal Shire,108,2022-04-23
Lockyer Valley Regional,2243,2022-04-23
Logan City,31787,2022-04-23
Longreach Regional,48,2022-04-23
Mackay Regional,8859,2022-04-23
Mapoon Aboriginal Shire,57,2022-04-23
Maranoa Regional,640,2022-04-23
Mareeba Shire,3040,2022-04-23
McKinlay Shire,8,2022-04-23
Moreton Bay Regional,39716,2022-04-23
Mornington Shire,123,2022-04-23
Mount Isa City,669,2022-04-23
Murweh Shire,123,2022-04-23
Napranum Aboriginal Shire,237,2022-04-23
Noosa Shire,4365,2022-04-23
North Burnett Regional,375,2022-04-23
Northern Peninsula Area Regional,610,2022-04-23
Not Supplied,487249,2022-04-23
Palm Island Aboriginal Shire,647,2022-04-23
Paroo Shire,54,2022-04-23
Pormpuraaw Aboriginal Shire,188,2022-04-23
Quilpie Shire,16,2022-04-23
Redland City,12632,2022-04-23
Richmond Shire,27,2022-04-23
Rockhampton Regional,5051,2022-04-23
Scenic Rim Regional,1939,2022-04-23
Somerset Regional,1304,2022-04-23
South Burnett Regional,1067,2022-04-23
Southern Downs Regional,1653,2022-04-23
Sunshine Coast Regional,29276,2022-04-23
Tablelands Regional,2686,2022-04-23
Toowoomba Regional,7838,2022-04-23
Torres Shire,1107,2022-04-23
Torres Strait Island Regional,852,2022-04-23
Townsville City,17882,2022-04-23
Weipa Town,915,2022-04-23
Western Downs Regional,1118,2022-04-23
Whitsunday Regional,2333,2022-04-23
Winton Shire,19,2022-04-23
Woorabinda Aboriginal Shire,20,2022-04-23
Wujal Wujal Aboriginal Shire,77,2022-04-23
Yarrabah Aboriginal Shire,743,2022-04-23
Total cases,952792,2022-04-23
