Local Government Area,Total cases,Date
Aurukun Shire,92,2022-05-15
Balonne Shire,227,2022-05-15
Banana Shire,563,2022-05-15
Barcaldine Regional,55,2022-05-15
Barcoo Shire,3,2022-05-15
Blackall Tambo Regional,29,2022-05-15
Boulia Shire,11,2022-05-15
Brisbane City,122781,2022-05-15
Bulloo Shire,8,2022-05-15
Bundaberg Regional,5933,2022-05-15
Burdekin Shire,1041,2022-05-15
Burke Shire,7,2022-05-15
Cairns Regional,37094,2022-05-15
Carpentaria Shire,145,2022-05-15
Cassowary Coast Regional,3975,2022-05-15
Central Highlands Regional,1561,2022-05-15
Charters Towers Regional,263,2022-05-15
Cherbourg Aboriginal Shire,286,2022-05-15
Cloncurry Shire,126,2022-05-15
Cook Shire,840,2022-05-15
Croydon Shire,10,2022-05-15
Diamantina Shire,18,2022-05-15
Doomadgee Aboriginal Shire,154,2022-05-15
Douglas Shire,2316,2022-05-15
Etheridge Shire,41,2022-05-15
Flinders Shire,93,2022-05-15
Fraser Coast Regional,7669,2022-05-15
Gladstone Regional,3028,2022-05-15
Gold Coast City,70413,2022-05-15
Goondiwindi Regional,481,2022-05-15
Gympie Regional,2907,2022-05-15
Hinchinbrook Shire,413,2022-05-15
Hope Vale Aboriginal Shire,245,2022-05-15
Interstate/Other,14432,2022-05-15
Ipswich City,26123,2022-05-15
Isaac Regional,859,2022-05-15
Kowanyama Aboriginal Shire,141,2022-05-15
Livingstone Shire,2233,2022-05-15
Lockhart River Aboriginal Shire,111,2022-05-15
Lockyer Valley Regional,2425,2022-05-15
Logan City,33807,2022-05-15
Longreach Regional,67,2022-05-15
Mackay Regional,9588,2022-05-15
Mapoon Aboriginal Shire,58,2022-05-15
Maranoa Regional,721,2022-05-15
Mareeba Shire,3650,2022-05-15
McKinlay Shire,8,2022-05-15
Moreton Bay Regional,42930,2022-05-15
Mornington Shire,125,2022-05-15
Mount Isa City,683,2022-05-15
Murweh Shire,155,2022-05-15
Napranum Aboriginal Shire,245,2022-05-15
Noosa Shire,4709,2022-05-15
North Burnett Regional,403,2022-05-15
Northern Peninsula Area Regional,633,2022-05-15
Not Supplied,580411,2022-05-15
Palm Island Aboriginal Shire,655,2022-05-15
Paroo Shire,60,2022-05-15
Pormpuraaw Aboriginal Shire,189,2022-05-15
Quilpie Shire,23,2022-05-15
Redland City,13681,2022-05-15
Richmond Shire,29,2022-05-15
Rockhampton Regional,5414,2022-05-15
Scenic Rim Regional,2134,2022-05-15
Somerset Regional,1439,2022-05-15
South Burnett Regional,1119,2022-05-15
Southern Downs Regional,1839,2022-05-15
Sunshine Coast Regional,31592,2022-05-15
Tablelands Regional,3117,2022-05-15
Toowoomba Regional,8759,2022-05-15
Torres Shire,1172,2022-05-15
Torres Strait Island Regional,890,2022-05-15
Townsville City,19853,2022-05-15
Weipa Town,1102,2022-05-15
Western Downs Regional,1163,2022-05-15
Whitsunday Regional,2392,2022-05-15
Winton Shire,22,2022-05-15
Woorabinda Aboriginal Shire,25,2022-05-15
Wujal Wujal Aboriginal Shire,86,2022-05-15
Yarrabah Aboriginal Shire,761,2022-05-15
Total cases,1084861,2022-05-15
