Local Government Area,Total cases,Date
Aurukun Shire,94,2022-06-17
Balonne Shire,277,2022-06-17
Banana Shire,587,2022-06-17
Barcaldine Regional,67,2022-06-17
Barcoo Shire,3,2022-06-17
Blackall Tambo Regional,46,2022-06-17
Boulia Shire,11,2022-06-17
Brisbane City,129902,2022-06-17
Bulloo Shire,8,2022-06-17
Bundaberg Regional,6593,2022-06-17
Burdekin Shire,1140,2022-06-17
Burke Shire,7,2022-06-17
Cairns Regional,39670,2022-06-17
Carpentaria Shire,152,2022-06-17
Cassowary Coast Regional,4305,2022-06-17
Central Highlands Regional,1677,2022-06-17
Charters Towers Regional,265,2022-06-17
Cherbourg Aboriginal Shire,301,2022-06-17
Cloncurry Shire,128,2022-06-17
Cook Shire,898,2022-06-17
Croydon Shire,11,2022-06-17
Diamantina Shire,20,2022-06-17
Doomadgee Aboriginal Shire,156,2022-06-17
Douglas Shire,2518,2022-06-17
Etheridge Shire,51,2022-06-17
Flinders Shire,96,2022-06-17
Fraser Coast Regional,9291,2022-06-17
Gladstone Regional,3176,2022-06-17
Gold Coast City,73113,2022-06-17
Goondiwindi Regional,530,2022-06-17
Gympie Regional,3151,2022-06-17
Hinchinbrook Shire,431,2022-06-17
Hope Vale Aboriginal Shire,256,2022-06-17
Interstate/Other,15201,2022-06-17
Ipswich City,27603,2022-06-17
Isaac Regional,878,2022-06-17
Kowanyama Aboriginal Shire,157,2022-06-17
Livingstone Shire,2347,2022-06-17
Lockhart River Aboriginal Shire,125,2022-06-17
Lockyer Valley Regional,2587,2022-06-17
Logan City,35402,2022-06-17
Longreach Regional,79,2022-06-17
Mackay Regional,10431,2022-06-17
Mapoon Aboriginal Shire,62,2022-06-17
Maranoa Regional,785,2022-06-17
Mareeba Shire,4112,2022-06-17
McKinlay Shire,8,2022-06-17
Moreton Bay Regional,45965,2022-06-17
Mornington Shire,127,2022-06-17
Mount Isa City,702,2022-06-17
Murweh Shire,177,2022-06-17
Napranum Aboriginal Shire,251,2022-06-17
Noosa Shire,4974,2022-06-17
North Burnett Regional,438,2022-06-17
Northern Peninsula Area Regional,647,2022-06-17
Not Supplied,702097,2022-06-17
Palm Island Aboriginal Shire,662,2022-06-17
Paroo Shire,66,2022-06-17
Pormpuraaw Aboriginal Shire,193,2022-06-17
Quilpie Shire,24,2022-06-17
Redland City,14573,2022-06-17
Richmond Shire,33,2022-06-17
Rockhampton Regional,5738,2022-06-17
Scenic Rim Regional,2312,2022-06-17
Somerset Regional,1529,2022-06-17
South Burnett Regional,1187,2022-06-17
Southern Downs Regional,2038,2022-06-17
Sunshine Coast Regional,33609,2022-06-17
Tablelands Regional,3499,2022-06-17
Toowoomba Regional,9830,2022-06-17
Torres Shire,1185,2022-06-17
Torres Strait Island Regional,909,2022-06-17
Townsville City,22472,2022-06-17
Weipa Town,1190,2022-06-17
Western Downs Regional,1232,2022-06-17
Whitsunday Regional,2453,2022-06-17
Winton Shire,23,2022-06-17
Woorabinda Aboriginal Shire,145,2022-06-17
Wujal Wujal Aboriginal Shire,91,2022-06-17
Yarrabah Aboriginal Shire,804,2022-06-17
Total cases,1239883,2022-06-17
