Local Government Area,Total cases,Date
Aurukun Shire,62,2022-02-04
Balonne Shire,95,2022-02-04
Banana Shire,256,2022-02-04
Barcaldine Regional,17,2022-02-04
Barcoo Shire,2,2022-02-04
Blackall Tambo Regional,17,2022-02-04
Brisbane City,76288,2022-02-04
Bulloo Shire,4,2022-02-04
Bundaberg Regional,2190,2022-02-04
Burdekin Shire,575,2022-02-04
Burke Shire,4,2022-02-04
Cairns Regional,14675,2022-02-04
Carpentaria Shire,36,2022-02-04
Cassowary Coast Regional,1482,2022-02-04
Central Highlands Regional,736,2022-02-04
Charters Towers Regional,77,2022-02-04
Cherbourg Aboriginal Shire,167,2022-02-04
Cloncurry Shire,65,2022-02-04
Cook Shire,261,2022-02-04
Croydon Shire,2,2022-02-04
Diamantina Shire,2,2022-02-04
Doomadgee Aboriginal Shire,55,2022-02-04
Douglas Shire,1057,2022-02-04
Etheridge Shire,5,2022-02-04
Flinders Shire,35,2022-02-04
Fraser Coast Regional,2474,2022-02-04
Gladstone Regional,1198,2022-02-04
Gold Coast City,48668,2022-02-04
Goondiwindi Regional,325,2022-02-04
Gympie Regional,1259,2022-02-04
Hinchinbrook Shire,217,2022-02-04
Hope Vale Aboriginal Shire,10,2022-02-04
Interstate/Other,11676,2022-02-04
Ipswich City,15397,2022-02-04
Isaac Regional,533,2022-02-04
Kowanyama Aboriginal Shire,72,2022-02-04
Livingstone Shire,1121,2022-02-04
Lockhart River Aboriginal Shire,73,2022-02-04
Lockyer Valley Regional,1493,2022-02-04
Logan City,22869,2022-02-04
Longreach Regional,28,2022-02-04
Mackay Regional,4875,2022-02-04
Mapoon Aboriginal Shire,8,2022-02-04
Maranoa Regional,349,2022-02-04
Mareeba Shire,1354,2022-02-04
McKinlay Shire,4,2022-02-04
Moreton Bay Regional,22380,2022-02-04
Mornington Shire,12,2022-02-04
Mount Isa City,279,2022-02-04
Murweh Shire,85,2022-02-04
Napranum Aboriginal Shire,39,2022-02-04
Noosa Shire,3122,2022-02-04
North Burnett Regional,191,2022-02-04
Northern Peninsula Area Regional,313,2022-02-04
Not Supplied,150584,2022-02-04
Palm Island Aboriginal Shire,337,2022-02-04
Paroo Shire,29,2022-02-04
Pormpuraaw Aboriginal Shire,3,2022-02-04
Quilpie Shire,13,2022-02-04
Redland City,7681,2022-02-04
Richmond Shire,3,2022-02-04
Rockhampton Regional,2236,2022-02-04
Scenic Rim Regional,1192,2022-02-04
Somerset Regional,881,2022-02-04
South Burnett Regional,706,2022-02-04
Southern Downs Regional,1069,2022-02-04
Sunshine Coast Regional,18278,2022-02-04
Tablelands Regional,915,2022-02-04
Toowoomba Regional,4361,2022-02-04
Torres Shire,337,2022-02-04
Torres Strait Island Regional,281,2022-02-04
Townsville City,7855,2022-02-04
Weipa Town,161,2022-02-04
Western Downs Regional,795,2022-02-04
Whitsunday Regional,1841,2022-02-04
Winton Shire,10,2022-02-04
Woorabinda Aboriginal Shire,10,2022-02-04
Wujal Wujal Aboriginal Shire,11,2022-02-04
Yarrabah Aboriginal Shire,489,2022-02-04
Total cases,438667,2022-02-04
