Local Government Area,Total cases,Date
Aurukun Shire,90,2022-03-22
Balonne Shire,140,2022-03-22
Banana Shire,458,2022-03-22
Barcaldine Regional,21,2022-03-22
Barcoo Shire,2,2022-03-22
Blackall Tambo Regional,20,2022-03-22
Boulia Shire,9,2022-03-22
Brisbane City,94077,2022-03-22
Bulloo Shire,6,2022-03-22
Bundaberg Regional,4073,2022-03-22
Burdekin Shire,924,2022-03-22
Burke Shire,4,2022-03-22
Cairns Regional,22060,2022-03-22
Carpentaria Shire,127,2022-03-22
Cassowary Coast Regional,2491,2022-03-22
Central Highlands Regional,1158,2022-03-22
Charters Towers Regional,229,2022-03-22
Cherbourg Aboriginal Shire,208,2022-03-22
Cloncurry Shire,102,2022-03-22
Cook Shire,601,2022-03-22
Croydon Shire,4,2022-03-22
Diamantina Shire,3,2022-03-22
Doomadgee Aboriginal Shire,147,2022-03-22
Douglas Shire,1463,2022-03-22
Etheridge Shire,9,2022-03-22
Flinders Shire,72,2022-03-22
Fraser Coast Regional,4149,2022-03-22
Gladstone Regional,2278,2022-03-22
Gold Coast City,58346,2022-03-22
Goondiwindi Regional,422,2022-03-22
Gympie Regional,1943,2022-03-22
Hinchinbrook Shire,323,2022-03-22
Hope Vale Aboriginal Shire,176,2022-03-22
Interstate/Other,12710,2022-03-22
Ipswich City,19393,2022-03-22
Isaac Regional,723,2022-03-22
Kowanyama Aboriginal Shire,136,2022-03-22
Livingstone Shire,1722,2022-03-22
Lockhart River Aboriginal Shire,102,2022-03-22
Lockyer Valley Regional,1761,2022-03-22
Logan City,27925,2022-03-22
Longreach Regional,35,2022-03-22
Mackay Regional,7270,2022-03-22
Mapoon Aboriginal Shire,52,2022-03-22
Maranoa Regional,500,2022-03-22
Mareeba Shire,2245,2022-03-22
McKinlay Shire,8,2022-03-22
Moreton Bay Regional,31464,2022-03-22
Mornington Shire,118,2022-03-22
Mount Isa City,646,2022-03-22
Murweh Shire,91,2022-03-22
Napranum Aboriginal Shire,227,2022-03-22
Noosa Shire,3713,2022-03-22
North Burnett Regional,279,2022-03-22
Northern Peninsula Area Regional,573,2022-03-22
Not Supplied,301124,2022-03-22
Palm Island Aboriginal Shire,627,2022-03-22
Paroo Shire,40,2022-03-22
Pormpuraaw Aboriginal Shire,179,2022-03-22
Quilpie Shire,13,2022-03-22
Redland City,10432,2022-03-22
Richmond Shire,17,2022-03-22
Rockhampton Regional,4092,2022-03-22
Scenic Rim Regional,1557,2022-03-22
Somerset Regional,1095,2022-03-22
South Burnett Regional,911,2022-03-22
Southern Downs Regional,1390,2022-03-22
Sunshine Coast Regional,23657,2022-03-22
Tablelands Regional,1626,2022-03-22
Toowoomba Regional,5737,2022-03-22
Torres Shire,873,2022-03-22
Torres Strait Island Regional,620,2022-03-22
Townsville City,14677,2022-03-22
Weipa Town,662,2022-03-22
Western Downs Regional,998,2022-03-22
Whitsunday Regional,2194,2022-03-22
Winton Shire,18,2022-03-22
Woorabinda Aboriginal Shire,16,2022-03-22
Wujal Wujal Aboriginal Shire,54,2022-03-22
Yarrabah Aboriginal Shire,693,2022-03-22
Total cases,681130,2022-03-22
