Local Government Area,Total cases,Date
Aurukun Shire,92,2022-04-29
Balonne Shire,195,2022-04-29
Banana Shire,536,2022-04-29
Barcaldine Regional,41,2022-04-29
Barcoo Shire,3,2022-04-29
Blackall Tambo Regional,24,2022-04-29
Boulia Shire,9,2022-04-29
Brisbane City,116396,2022-04-29
Bulloo Shire,7,2022-04-29
Bundaberg Regional,5620,2022-04-29
Burdekin Shire,1009,2022-04-29
Burke Shire,8,2022-04-29
Cairns Regional,33465,2022-04-29
Carpentaria Shire,139,2022-04-29
Cassowary Coast Regional,3511,2022-04-29
Central Highlands Regional,1467,2022-04-29
Charters Towers Regional,255,2022-04-29
Cherbourg Aboriginal Shire,272,2022-04-29
Cloncurry Shire,118,2022-04-29
Cook Shire,789,2022-04-29
Croydon Shire,6,2022-04-29
Diamantina Shire,13,2022-04-29
Doomadgee Aboriginal Shire,154,2022-04-29
Douglas Shire,2145,2022-04-29
Etheridge Shire,26,2022-04-29
Flinders Shire,76,2022-04-29
Fraser Coast Regional,6802,2022-04-29
Gladstone Regional,2930,2022-04-29
Gold Coast City,67673,2022-04-29
Goondiwindi Regional,469,2022-04-29
Gympie Regional,2701,2022-04-29
Hinchinbrook Shire,396,2022-04-29
Hope Vale Aboriginal Shire,240,2022-04-29
Interstate/Other,14004,2022-04-29
Ipswich City,24880,2022-04-29
Isaac Regional,835,2022-04-29
Kowanyama Aboriginal Shire,139,2022-04-29
Livingstone Shire,2130,2022-04-29
Lockhart River Aboriginal Shire,108,2022-04-29
Lockyer Valley Regional,2295,2022-04-29
Logan City,32270,2022-04-29
Longreach Regional,49,2022-04-29
Mackay Regional,9044,2022-04-29
Mapoon Aboriginal Shire,57,2022-04-29
Maranoa Regional,662,2022-04-29
Mareeba Shire,3175,2022-04-29
McKinlay Shire,8,2022-04-29
Moreton Bay Regional,40600,2022-04-29
Mornington Shire,123,2022-04-29
Mount Isa City,672,2022-04-29
Murweh Shire,129,2022-04-29
Napranum Aboriginal Shire,242,2022-04-29
Noosa Shire,4470,2022-04-29
North Burnett Regional,386,2022-04-29
Northern Peninsula Area Regional,615,2022-04-29
Not Supplied,510336,2022-04-29
Palm Island Aboriginal Shire,647,2022-04-29
Paroo Shire,57,2022-04-29
Pormpuraaw Aboriginal Shire,189,2022-04-29
Quilpie Shire,16,2022-04-29
Redland City,12884,2022-04-29
Richmond Shire,27,2022-04-29
Rockhampton Regional,5162,2022-04-29
Scenic Rim Regional,1990,2022-04-29
Somerset Regional,1342,2022-04-29
South Burnett Regional,1086,2022-04-29
Southern Downs Regional,1692,2022-04-29
Sunshine Coast Regional,29948,2022-04-29
Tablelands Regional,2769,2022-04-29
Toowoomba Regional,8159,2022-04-29
Torres Shire,1129,2022-04-29
Torres Strait Island Regional,867,2022-04-29
Townsville City,18361,2022-04-29
Weipa Town,950,2022-04-29
Western Downs Regional,1127,2022-04-29
Whitsunday Regional,2350,2022-04-29
Winton Shire,20,2022-04-29
Woorabinda Aboriginal Shire,24,2022-04-29
Wujal Wujal Aboriginal Shire,78,2022-04-29
Yarrabah Aboriginal Shire,749,2022-04-29
Total cases,986439,2022-04-29
