Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-03
Balonne Shire,452,2022-09-03
Banana Shire,808,2022-09-03
Barcaldine Regional,161,2022-09-03
Barcoo Shire,4,2022-09-03
Blackall Tambo Regional,83,2022-09-03
Boulia Shire,13,2022-09-03
Brisbane City,167886,2022-09-03
Bulloo Shire,12,2022-09-03
Bundaberg Regional,10388,2022-09-03
Burdekin Shire,1466,2022-09-03
Burke Shire,27,2022-09-03
Cairns Regional,48739,2022-09-03
Carpentaria Shire,170,2022-09-03
Cassowary Coast Regional,5696,2022-09-03
Central Highlands Regional,2167,2022-09-03
Charters Towers Regional,1185,2022-09-03
Cherbourg Aboriginal Shire,372,2022-09-03
Cloncurry Shire,183,2022-09-03
Cook Shire,1156,2022-09-03
Croydon Shire,23,2022-09-03
Diamantina Shire,32,2022-09-03
Doomadgee Aboriginal Shire,174,2022-09-03
Douglas Shire,3010,2022-09-03
Etheridge Shire,66,2022-09-03
Flinders Shire,180,2022-09-03
Fraser Coast Regional,12346,2022-09-03
Gladstone Regional,4807,2022-09-03
Gold Coast City,92115,2022-09-03
Goondiwindi Regional,789,2022-09-03
Gympie Regional,4133,2022-09-03
Hinchinbrook Shire,612,2022-09-03
Hope Vale Aboriginal Shire,338,2022-09-03
Interstate/Other,20947,2022-09-03
Ipswich City,33171,2022-09-03
Isaac Regional,1084,2022-09-03
Kowanyama Aboriginal Shire,196,2022-09-03
Livingstone Shire,2986,2022-09-03
Lockhart River Aboriginal Shire,155,2022-09-03
Lockyer Valley Regional,3262,2022-09-03
Logan City,43383,2022-09-03
Longreach Regional,154,2022-09-03
Mackay Regional,13271,2022-09-03
Mapoon Aboriginal Shire,82,2022-09-03
Maranoa Regional,1194,2022-09-03
Mareeba Shire,5408,2022-09-03
McKinlay Shire,21,2022-09-03
Moreton Bay Regional,61115,2022-09-03
Mornington Shire,134,2022-09-03
Mount Isa City,2041,2022-09-03
Murweh Shire,347,2022-09-03
Napranum Aboriginal Shire,277,2022-09-03
Noosa Shire,6565,2022-09-03
North Burnett Regional,704,2022-09-03
Northern Peninsula Area Regional,772,2022-09-03
Not Supplied,910567,2022-09-03
Palm Island Aboriginal Shire,763,2022-09-03
Paroo Shire,93,2022-09-03
Pormpuraaw Aboriginal Shire,227,2022-09-03
Quilpie Shire,45,2022-09-03
Redland City,18523,2022-09-03
Richmond Shire,52,2022-09-03
Rockhampton Regional,6963,2022-09-03
Scenic Rim Regional,3157,2022-09-03
Somerset Regional,1972,2022-09-03
South Burnett Regional,1722,2022-09-03
Southern Downs Regional,3183,2022-09-03
Sunshine Coast Regional,43038,2022-09-03
Tablelands Regional,4721,2022-09-03
Toowoomba Regional,18439,2022-09-03
Torres Shire,1358,2022-09-03
Torres Strait Island Regional,1043,2022-09-03
Townsville City,28828,2022-09-03
Weipa Town,1498,2022-09-03
Western Downs Regional,1727,2022-09-03
Whitsunday Regional,3202,2022-09-03
Winton Shire,46,2022-09-03
Woorabinda Aboriginal Shire,330,2022-09-03
Wujal Wujal Aboriginal Shire,108,2022-09-03
Yarrabah Aboriginal Shire,1106,2022-09-03
Total cases,1609709,2022-09-03
