Age Group,Male,Female,Date,Unnamed: 0,Hospitalisations,ICU
60-69,6144.0,5953.0,2021-12-03,,,
60-69,6144.0,5953.0,2021-12-04,,,
50-59,10127.0,9712.0,2021-12-04,,,
40-49,13568.0,12823.0,2021-12-04,,,
30-39,18781.0,17764.0,2021-12-04,,,
20-29,21511.0,20253.0,2021-12-04,,,
10-19,16585.0,15709.0,2021-12-04,,,
70-79,3428.0,3198.0,2021-12-04,,,
0-9,16459.0,15635.0,2021-12-04,,,
80-89,1707.0,2133.0,2021-12-04,,,
90+,480.0,1022.0,2021-12-04,,,
0-9,16459.0,15635.0,2021-12-05,,,
10-19,16585.0,15709.0,2021-12-05,,,
20-29,21511.0,20253.0,2021-12-05,,,
90+,480.0,1022.0,2021-12-05,,,
30-39,18781.0,17764.0,2021-12-05,,,
40-49,13568.0,12823.0,2021-12-05,,,
50-59,10127.0,9712.0,2021-12-05,,,
60-69,6144.0,5953.0,2021-12-05,,,
70-79,3428.0,3198.0,2021-12-05,,,
80-89,1707.0,2133.0,2021-12-05,,,
0-9,16459.0,15635.0,2021-12-06,,,
10-19,16585.0,15709.0,2021-12-06,,,
20-29,21511.0,20253.0,2021-12-06,,,
30-39,18781.0,17764.0,2021-12-06,,,
40-49,13568.0,12823.0,2021-12-06,,,
50-59,10127.0,9712.0,2021-12-06,,,
60-69,6144.0,5953.0,2021-12-06,,,
70-79,3428.0,3198.0,2021-12-06,,,
80-89,1707.0,2133.0,2021-12-06,,,
90+,480.0,1022.0,2021-12-06,,,
0-9,16823.0,15983.0,2021-12-06,,,
10-19,16943.0,16094.0,2021-12-06,,,
20-29,21818.0,20555.0,2021-12-06,,,
30-39,19028.0,18092.0,2021-12-06,,,
40-49,13859.0,13095.0,2021-12-06,,,
50-59,10328.0,9914.0,2021-12-06,,,
60-69,6298.0,6088.0,2021-12-06,,,
70-79,3507.0,3295.0,2021-12-06,,,
80-89,1752.0,2186.0,2021-12-06,,,
90+,487.0,1044.0,2021-12-06,,,
0-9,16823.0,15983.0,2021-12-07,,,
10-19,16943.0,16094.0,2021-12-07,,,
20-29,21818.0,20555.0,2021-12-07,,,
30-39,19028.0,18092.0,2021-12-07,,,
40-49,13859.0,13095.0,2021-12-07,,,
50-59,10328.0,9914.0,2021-12-07,,,
60-69,6298.0,6088.0,2021-12-07,,,
70-79,3507.0,3295.0,2021-12-07,,,
80-89,1752.0,2186.0,2021-12-07,,,
90+,487.0,1044.0,2021-12-07,,,
0-9,16949.0,16094.0,2021-12-07,,,
10-19,17087.0,16234.0,2021-12-07,,,
20-29,21919.0,20646.0,2021-12-07,,,
30-39,19137.0,18202.0,2021-12-07,,,
40-49,13955.0,13197.0,2021-12-07,,,
50-59,10405.0,9980.0,2021-12-07,,,
60-69,6340.0,6131.0,2021-12-07,,,
70-79,3546.0,3326.0,2021-12-07,,,
80-89,1763.0,2202.0,2021-12-07,,,
90+,488.0,1047.0,2021-12-07,,,
0-9,16949.0,16094.0,2021-12-08,,,
10-19,17087.0,16234.0,2021-12-08,,,
20-29,21919.0,20646.0,2021-12-08,,,
30-39,19137.0,18202.0,2021-12-08,,,
40-49,13955.0,13197.0,2021-12-08,,,
50-59,10405.0,9980.0,2021-12-08,,,
60-69,6340.0,6131.0,2021-12-08,,,
70-79,3546.0,3326.0,2021-12-08,,,
80-89,1763.0,2202.0,2021-12-08,,,
90+,488.0,1047.0,2021-12-08,,,
0-9,17122.0,16240.0,2021-12-08,,,
10-19,17248.0,16378.0,2021-12-08,,,
20-29,22039.0,20762.0,2021-12-08,,,
30-39,19225.0,18306.0,2021-12-08,,,
40-49,14054.0,13299.0,2021-12-08,,,
50-59,10475.0,10043.0,2021-12-08,,,
60-69,6394.0,6194.0,2021-12-08,,,
70-79,3578.0,3356.0,2021-12-08,,,
80-89,1781.0,2217.0,2021-12-08,,,
90+,489.0,1052.0,2021-12-08,,,
0-9,17122.0,16240.0,2021-12-09,,,
10-19,17248.0,16378.0,2021-12-09,,,
20-29,22039.0,20762.0,2021-12-09,,,
30-39,19225.0,18306.0,2021-12-09,,,
40-49,14054.0,13299.0,2021-12-09,,,
50-59,10475.0,10043.0,2021-12-09,,,
60-69,6394.0,6194.0,2021-12-09,,,
70-79,3578.0,3356.0,2021-12-09,,,
80-89,1781.0,2217.0,2021-12-09,,,
90+,489.0,1052.0,2021-12-09,,,
0-9,17268.0,16378.0,2021-12-09,,,
10-19,17399.0,16509.0,2021-12-09,,,
20-29,22162.0,20904.0,2021-12-09,,,
30-39,19345.0,18433.0,2021-12-09,,,
40-49,14162.0,13398.0,2021-12-09,,,
50-59,10546.0,10120.0,2021-12-09,,,
60-69,6451.0,6248.0,2021-12-09,,,
70-79,3608.0,3390.0,2021-12-09,,,
80-89,1789.0,2227.0,2021-12-09,,,
90+,493.0,1054.0,2021-12-09,,,
0-9,17268.0,16378.0,2021-12-10,,,
10-19,17399.0,16509.0,2021-12-10,,,
20-29,22162.0,20904.0,2021-12-10,,,
30-39,19345.0,18433.0,2021-12-10,,,
40-49,14162.0,13398.0,2021-12-10,,,
50-59,10546.0,10120.0,2021-12-10,,,
60-69,6451.0,6248.0,2021-12-10,,,
70-79,3608.0,3390.0,2021-12-10,,,
80-89,1789.0,2227.0,2021-12-10,,,
90+,493.0,1054.0,2021-12-10,,,
0-9,17413.0,16515.0,2021-12-10,,,
10-19,17537.0,16637.0,2021-12-10,,,
20-29,22329.0,21062.0,2021-12-10,,,
30-39,19468.0,18570.0,2021-12-10,,,
40-49,14264.0,13520.0,2021-12-10,,,
50-59,10619.0,10207.0,2021-12-10,,,
60-69,6499.0,6308.0,2021-12-10,,,
70-79,3644.0,3420.0,2021-12-10,,,
80-89,1810.0,2245.0,2021-12-10,,,
90+,496.0,1060.0,2021-12-10,,,
0-9,17413.0,16515.0,2021-12-11,,,
10-19,17537.0,16637.0,2021-12-11,,,
20-29,22329.0,21062.0,2021-12-11,,,
30-39,19468.0,18570.0,2021-12-11,,,
40-49,14264.0,13520.0,2021-12-11,,,
50-59,10619.0,10207.0,2021-12-11,,,
60-69,6499.0,6308.0,2021-12-11,,,
70-79,3644.0,3420.0,2021-12-11,,,
80-89,1810.0,2245.0,2021-12-11,,,
90+,496.0,1060.0,2021-12-11,,,
0-9,17413.0,16515.0,2021-12-12,,,
10-19,17537.0,16637.0,2021-12-12,,,
20-29,22329.0,21062.0,2021-12-12,,,
30-39,19468.0,18570.0,2021-12-12,,,
40-49,14264.0,13520.0,2021-12-12,,,
50-59,10619.0,10207.0,2021-12-12,,,
60-69,6499.0,6308.0,2021-12-12,,,
70-79,3644.0,3420.0,2021-12-12,,,
80-89,1810.0,2245.0,2021-12-12,,,
90+,496.0,1060.0,2021-12-12,,,
0-9,17413.0,16515.0,2021-12-13,,,
10-19,17537.0,16637.0,2021-12-13,,,
20-29,22329.0,21062.0,2021-12-13,,,
30-39,19468.0,18570.0,2021-12-13,,,
40-49,14264.0,13520.0,2021-12-13,,,
50-59,10619.0,10207.0,2021-12-13,,,
60-69,6499.0,6308.0,2021-12-13,,,
70-79,3644.0,3420.0,2021-12-13,,,
80-89,1810.0,2245.0,2021-12-13,,,
90+,496.0,1060.0,2021-12-13,,,
0-9,17819.0,16913.0,2021-12-13,,,
10-19,17933.0,17033.0,2021-12-13,,,
20-29,22826.0,21509.0,2021-12-13,,,
30-39,19849.0,18956.0,2021-12-13,,,
40-49,14582.0,13815.0,2021-12-13,,,
50-59,10868.0,10434.0,2021-12-13,,,
60-69,6674.0,6501.0,2021-12-13,,,
70-79,3767.0,3528.0,2021-12-13,,,
80-89,1852.0,2292.0,2021-12-13,,,
90+,509.0,1070.0,2021-12-13,,,
0-9,17819.0,16913.0,2021-12-14,,,
10-19,17933.0,17033.0,2021-12-14,,,
20-29,22826.0,21509.0,2021-12-14,,,
30-39,19849.0,18956.0,2021-12-14,,,
40-49,14582.0,13815.0,2021-12-14,,,
50-59,10868.0,10434.0,2021-12-14,,,
60-69,6674.0,6501.0,2021-12-14,,,
70-79,3767.0,3528.0,2021-12-14,,,
80-89,1852.0,2292.0,2021-12-14,,,
90+,509.0,1070.0,2021-12-14,,,
0-9,17991.0,17061.0,2021-12-14,,,
10-19,18128.0,17231.0,2021-12-14,,,
20-29,23044.0,21758.0,2021-12-14,,,
30-39,19991.0,19093.0,2021-12-14,,,
40-49,14689.0,13914.0,2021-12-14,,,
50-59,10959.0,10522.0,2021-12-14,,,
60-69,6729.0,6564.0,2021-12-14,,,
70-79,3803.0,3560.0,2021-12-14,,,
80-89,1864.0,2306.0,2021-12-14,,,
90+,511.0,1077.0,2021-12-14,,,
0-9,17991.0,17061.0,2021-12-15,,,
10-19,18128.0,17231.0,2021-12-15,,,
20-29,23044.0,21758.0,2021-12-15,,,
30-39,19991.0,19093.0,2021-12-15,,,
40-49,14689.0,13914.0,2021-12-15,,,
50-59,10959.0,10522.0,2021-12-15,,,
60-69,6729.0,6564.0,2021-12-15,,,
70-79,3803.0,3560.0,2021-12-15,,,
80-89,1864.0,2306.0,2021-12-15,,,
90+,511.0,1077.0,2021-12-15,,,
0-9,18190.0,17277.0,2021-12-15,,,
10-19,18344.0,17456.0,2021-12-15,,,
20-29,23438.0,22118.0,2021-12-15,,,
30-39,20199.0,19273.0,2021-12-15,,,
40-49,14841.0,14074.0,2021-12-15,,,
50-59,11045.0,10636.0,2021-12-15,,,
60-69,6803.0,6616.0,2021-12-15,,,
70-79,3842.0,3614.0,2021-12-15,,,
80-89,1878.0,2313.0,2021-12-15,,,
90+,522.0,1082.0,2021-12-15,,,
0-9,18190.0,17277.0,2021-12-16,,,
10-19,18344.0,17456.0,2021-12-16,,,
20-29,23438.0,22118.0,2021-12-16,,,
30-39,20199.0,19273.0,2021-12-16,,,
40-49,14841.0,14074.0,2021-12-16,,,
50-59,11045.0,10636.0,2021-12-16,,,
60-69,6803.0,6616.0,2021-12-16,,,
70-79,3842.0,3614.0,2021-12-16,,,
80-89,1878.0,2313.0,2021-12-16,,,
90+,522.0,1082.0,2021-12-16,,,
0-9,18428.0,17497.0,2021-12-16,,,
10-19,18593.0,17721.0,2021-12-16,,,
20-29,23981.0,22620.0,2021-12-16,,,
30-39,20468.0,19529.0,2021-12-16,,,
40-49,15017.0,14261.0,2021-12-16,,,
50-59,11169.0,10782.0,2021-12-16,,,
60-69,6873.0,6684.0,2021-12-16,,,
70-79,3904.0,3660.0,2021-12-16,,,
80-89,1906.0,2333.0,2021-12-16,,,
90+,522.0,1086.0,2021-12-16,,,
0-9,18428.0,17497.0,2021-12-17,,,
10-19,18593.0,17721.0,2021-12-17,,,
20-29,23981.0,22620.0,2021-12-17,,,
30-39,20468.0,19529.0,2021-12-17,,,
40-49,15017.0,14261.0,2021-12-17,,,
50-59,11169.0,10782.0,2021-12-17,,,
60-69,6873.0,6684.0,2021-12-17,,,
70-79,3904.0,3660.0,2021-12-17,,,
80-89,1906.0,2333.0,2021-12-17,,,
90+,522.0,1086.0,2021-12-17,,,
0-9,18606.0,17685.0,2021-12-17,,,
10-19,18775.0,17940.0,2021-12-17,,,
20-29,24469.0,23116.0,2021-12-17,,,
30-39,20732.0,19782.0,2021-12-17,,,
40-49,15200.0,14431.0,2021-12-17,,,
50-59,11281.0,10910.0,2021-12-17,,,
60-69,6973.0,6776.0,2021-12-17,,,
70-79,3941.0,3703.0,2021-12-17,,,
80-89,1928.0,2364.0,2021-12-17,,,
90+,526.0,1095.0,2021-12-17,,,
0-9,18606.0,17685.0,2021-12-18,,,
10-19,18775.0,17940.0,2021-12-18,,,
20-29,24469.0,23116.0,2021-12-18,,,
30-39,20732.0,19782.0,2021-12-18,,,
40-49,15200.0,14431.0,2021-12-18,,,
50-59,11281.0,10910.0,2021-12-18,,,
60-69,6973.0,6776.0,2021-12-18,,,
70-79,3941.0,3703.0,2021-12-18,,,
80-89,1928.0,2364.0,2021-12-18,,,
90+,526.0,1095.0,2021-12-18,,,
0-9,18606.0,17685.0,2021-12-19,,,
10-19,18775.0,17940.0,2021-12-19,,,
20-29,24469.0,23116.0,2021-12-19,,,
30-39,20732.0,19782.0,2021-12-19,,,
40-49,15200.0,14431.0,2021-12-19,,,
50-59,11281.0,10910.0,2021-12-19,,,
60-69,6973.0,6776.0,2021-12-19,,,
70-79,3941.0,3703.0,2021-12-19,,,
80-89,1928.0,2364.0,2021-12-19,,,
90+,526.0,1095.0,2021-12-19,,,
0-9,18606.0,17685.0,2021-12-20,,,
10-19,18775.0,17940.0,2021-12-20,,,
20-29,24469.0,23116.0,2021-12-20,,,
30-39,20732.0,19782.0,2021-12-20,,,
40-49,15200.0,14431.0,2021-12-20,,,
50-59,11281.0,10910.0,2021-12-20,,,
60-69,6973.0,6776.0,2021-12-20,,,
70-79,3941.0,3703.0,2021-12-20,,,
80-89,1928.0,2364.0,2021-12-20,,,
90+,526.0,1095.0,2021-12-20,,,
0-9,19278.0,18255.0,2021-12-20,,,
10-19,19494.0,18811.0,2021-12-20,,,
20-29,25806.0,24383.0,2021-12-20,,,
30-39,21522.0,20552.0,2021-12-20,,,
40-49,15766.0,14989.0,2021-12-20,,,
50-59,11702.0,11322.0,2021-12-20,,,
60-69,7232.0,7045.0,2021-12-20,,,
70-79,4093.0,3870.0,2021-12-20,,,
80-89,1985.0,2437.0,2021-12-20,,,
90+,535.0,1122.0,2021-12-20,,,
0-9,19278.0,18255.0,2021-12-21,,,
10-19,19494.0,18811.0,2021-12-21,,,
20-29,25806.0,24383.0,2021-12-21,,,
30-39,21522.0,20552.0,2021-12-21,,,
40-49,15766.0,14989.0,2021-12-21,,,
50-59,11702.0,11322.0,2021-12-21,,,
60-69,7232.0,7045.0,2021-12-21,,,
70-79,4093.0,3870.0,2021-12-21,,,
80-89,1985.0,2437.0,2021-12-21,,,
90+,535.0,1122.0,2021-12-21,,,
0-9,19497.0,18446.0,2021-12-21,,,
10-19,19841.0,19141.0,2021-12-21,,,
20-29,26270.0,24801.0,2021-12-21,,,
30-39,21824.0,20839.0,2021-12-21,,,
40-49,15959.0,15196.0,2021-12-21,,,
50-59,11836.0,11468.0,2021-12-21,,,
60-69,7318.0,7130.0,2021-12-21,,,
70-79,4137.0,3923.0,2021-12-21,,,
80-89,2012.0,2460.0,2021-12-21,,,
90+,538.0,1133.0,2021-12-21,,,
0-9,19497.0,18446.0,2021-12-22,,,
10-19,19841.0,19141.0,2021-12-22,,,
20-29,26270.0,24801.0,2021-12-22,,,
30-39,21824.0,20839.0,2021-12-22,,,
40-49,15959.0,15196.0,2021-12-22,,,
50-59,11836.0,11468.0,2021-12-22,,,
60-69,7318.0,7130.0,2021-12-22,,,
70-79,4137.0,3923.0,2021-12-22,,,
80-89,2012.0,2460.0,2021-12-22,,,
90+,538.0,1133.0,2021-12-22,,,
0-9,20004.0,18950.0,2021-12-24,,,
10-19,20648.0,20017.0,2021-12-24,,,
20-29,27691.0,26269.0,2021-12-24,,,
30-39,22662.0,21666.0,2021-12-24,,,
40-49,16547.0,15763.0,2021-12-24,,,
50-59,12242.0,11863.0,2021-12-24,,,
60-69,7561.0,7362.0,2021-12-24,,,
70-79,4296.0,4065.0,2021-12-24,,,
80-89,2061.0,2524.0,2021-12-24,,,
90+,547.0,1148.0,2021-12-24,,,
0-9,20271.0,19224.0,2021-12-24,,,
10-19,21134.0,20584.0,2021-12-24,,,
20-29,28991.0,27659.0,2021-12-24,,,
30-39,23409.0,22324.0,2021-12-24,,,
40-49,16931.0,16138.0,2021-12-24,,,
50-59,12494.0,12133.0,2021-12-24,,,
60-69,7727.0,7508.0,2021-12-24,,,
70-79,4391.0,4152.0,2021-12-24,,,
80-89,2089.0,2549.0,2021-12-24,,,
90+,552.0,1165.0,2021-12-24,,,
0-9,20271.0,19224.0,2021-12-25,,,
10-19,21134.0,20584.0,2021-12-25,,,
20-29,28991.0,27659.0,2021-12-25,,,
30-39,23409.0,22324.0,2021-12-25,,,
40-49,16931.0,16138.0,2021-12-25,,,
50-59,12494.0,12133.0,2021-12-25,,,
60-69,7727.0,7508.0,2021-12-25,,,
70-79,4391.0,4152.0,2021-12-25,,,
80-89,2089.0,2549.0,2021-12-25,,,
90+,552.0,1165.0,2021-12-25,,,
0-9,20271.0,19224.0,2021-12-26,,,
10-19,21134.0,20584.0,2021-12-26,,,
20-29,28991.0,27659.0,2021-12-26,,,
30-39,23409.0,22324.0,2021-12-26,,,
40-49,16931.0,16138.0,2021-12-26,,,
50-59,12494.0,12133.0,2021-12-26,,,
60-69,7727.0,7508.0,2021-12-26,,,
70-79,4391.0,4152.0,2021-12-26,,,
80-89,2089.0,2549.0,2021-12-26,,,
90+,552.0,1165.0,2021-12-26,,,
0-9,20271.0,19224.0,2021-12-27,,,
10-19,21134.0,20584.0,2021-12-27,,,
20-29,28991.0,27659.0,2021-12-27,,,
30-39,23409.0,22324.0,2021-12-27,,,
40-49,16931.0,16138.0,2021-12-27,,,
50-59,12494.0,12133.0,2021-12-27,,,
60-69,7727.0,7508.0,2021-12-27,,,
70-79,4391.0,4152.0,2021-12-27,,,
80-89,2089.0,2549.0,2021-12-27,,,
90+,552.0,1165.0,2021-12-27,,,
0-9,20681.0,19590.0,2021-12-27,,,
10-19,22061.0,21591.0,2021-12-27,,,
20-29,31367.0,29771.0,2021-12-27,,,
30-39,24704.0,23422.0,2021-12-27,,,
40-49,17594.0,16781.0,2021-12-27,,,
50-59,13038.0,12645.0,2021-12-27,,,
60-69,8009.0,7762.0,2021-12-27,,,
70-79,4517.0,4286.0,2021-12-27,,,
80-89,2143.0,2605.0,2021-12-27,,,
90+,562.0,1181.0,2021-12-27,,,
0-9,20681.0,19590.0,2021-12-28,,,
10-19,22061.0,21591.0,2021-12-28,,,
20-29,31367.0,29771.0,2021-12-28,,,
30-39,24704.0,23422.0,2021-12-28,,,
40-49,17594.0,16781.0,2021-12-28,,,
50-59,13038.0,12645.0,2021-12-28,,,
60-69,8009.0,7762.0,2021-12-28,,,
70-79,4517.0,4286.0,2021-12-28,,,
80-89,2143.0,2605.0,2021-12-28,,,
90+,562.0,1181.0,2021-12-28,,,
0-9,20897.0,19796.0,2021-12-28,,,
10-19,22555.0,22114.0,2021-12-28,,,
20-29,32355.0,30737.0,2021-12-28,,,
30-39,25274.0,23970.0,2021-12-28,,,
40-49,17920.0,17127.0,2021-12-28,,,
50-59,13300.0,12961.0,2021-12-28,,,
60-69,8167.0,7925.0,2021-12-28,,,
70-79,4590.0,4350.0,2021-12-28,,,
80-89,2181.0,2648.0,2021-12-28,,,
90+,572.0,1201.0,2021-12-28,,,
0-9,20897.0,19796.0,2021-12-29,,,
10-19,22555.0,22114.0,2021-12-29,,,
20-29,32355.0,30737.0,2021-12-29,,,
30-39,25274.0,23970.0,2021-12-29,,,
40-49,17920.0,17127.0,2021-12-29,,,
50-59,13300.0,12961.0,2021-12-29,,,
60-69,8167.0,7925.0,2021-12-29,,,
70-79,4590.0,4350.0,2021-12-29,,,
80-89,2181.0,2648.0,2021-12-29,,,
90+,572.0,1201.0,2021-12-29,,,
0-9,21663.0,20549.0,2021-12-29,,,
10-19,23635.0,23380.0,2021-12-29,,,
20-29,34990.0,33516.0,2021-12-29,,,
30-39,26994.0,25565.0,2021-12-29,,,
40-49,18895.0,18077.0,2021-12-29,,,
50-59,14106.0,13768.0,2021-12-29,,,
60-69,8646.0,8360.0,2021-12-29,,,
70-79,4829.0,4585.0,2021-12-29,,,
80-89,2270.0,2758.0,2021-12-29,,,
90+,579.0,1223.0,2021-12-29,,,
0-9,21663.0,20549.0,2021-12-30,,,
10-19,23635.0,23380.0,2021-12-30,,,
20-29,34990.0,33516.0,2021-12-30,,,
30-39,26994.0,25565.0,2021-12-30,,,
40-49,18895.0,18077.0,2021-12-30,,,
50-59,14106.0,13768.0,2021-12-30,,,
60-69,8646.0,8360.0,2021-12-30,,,
70-79,4829.0,4585.0,2021-12-30,,,
80-89,2270.0,2758.0,2021-12-30,,,
90+,579.0,1223.0,2021-12-30,,,
0-9,22364.0,21169.0,2021-12-30,,,
10-19,24839.0,24735.0,2021-12-30,,,
20-29,38087.0,36905.0,2021-12-30,,,
30-39,28865.0,27396.0,2021-12-30,,,
40-49,19906.0,19211.0,2021-12-30,,,
50-59,14988.0,14683.0,2021-12-30,,,
60-69,9126.0,8825.0,2021-12-30,,,
70-79,5050.0,4799.0,2021-12-30,,,
80-89,2358.0,2846.0,2021-12-30,,,
90+,599.0,1245.0,2021-12-30,,,
0-9,22364.0,21169.0,2021-12-31,,,
10-19,24839.0,24735.0,2021-12-31,,,
20-29,38087.0,36905.0,2021-12-31,,,
30-39,28865.0,27396.0,2021-12-31,,,
40-49,19906.0,19211.0,2021-12-31,,,
50-59,14988.0,14683.0,2021-12-31,,,
60-69,9126.0,8825.0,2021-12-31,,,
70-79,5050.0,4799.0,2021-12-31,,,
80-89,2358.0,2846.0,2021-12-31,,,
90+,599.0,1245.0,2021-12-31,,,
0-9,23147.0,21948.0,2021-12-31,,,
10-19,26160.0,26302.0,2021-12-31,,,
20-29,41390.0,40321.0,2021-12-31,,,
30-39,30839.0,29208.0,2021-12-31,,,
40-49,21067.0,20446.0,2021-12-31,,,
50-59,15938.0,15771.0,2021-12-31,,,
60-69,9755.0,9454.0,2021-12-31,,,
70-79,5329.0,5088.0,2021-12-31,,,
80-89,2476.0,2961.0,2021-12-31,,,
90+,624.0,1286.0,2021-12-31,,,
0-9,23147.0,21948.0,2022-01-01,,,
10-19,26160.0,26302.0,2022-01-01,,,
20-29,41390.0,40321.0,2022-01-01,,,
30-39,30839.0,29208.0,2022-01-01,,,
40-49,21067.0,20446.0,2022-01-01,,,
50-59,15938.0,15771.0,2022-01-01,,,
60-69,9755.0,9454.0,2022-01-01,,,
70-79,5329.0,5088.0,2022-01-01,,,
80-89,2476.0,2961.0,2022-01-01,,,
90+,624.0,1286.0,2022-01-01,,,
0-9,23147.0,21948.0,2022-01-02,,,
10-19,26160.0,26302.0,2022-01-02,,,
20-29,41390.0,40321.0,2022-01-02,,,
30-39,30839.0,29208.0,2022-01-02,,,
40-49,21067.0,20446.0,2022-01-02,,,
50-59,15938.0,15771.0,2022-01-02,,,
60-69,9755.0,9454.0,2022-01-02,,,
70-79,5329.0,5088.0,2022-01-02,,,
80-89,2476.0,2961.0,2022-01-02,,,
90+,624.0,1286.0,2022-01-02,,,
0-9,23147.0,21948.0,2022-01-03,,,
10-19,26160.0,26302.0,2022-01-03,,,
20-29,41390.0,40321.0,2022-01-03,,,
30-39,30839.0,29208.0,2022-01-03,,,
40-49,21067.0,20446.0,2022-01-03,,,
50-59,15938.0,15771.0,2022-01-03,,,
60-69,9755.0,9454.0,2022-01-03,,,
70-79,5329.0,5088.0,2022-01-03,,,
80-89,2476.0,2961.0,2022-01-03,,,
90+,624.0,1286.0,2022-01-03,,,
0-9,25545.0,24162.0,2022-01-03,,,
10-19,30085.0,30604.0,2022-01-03,,,
20-29,52167.0,51005.0,2022-01-03,,,
30-39,37063.0,35368.0,2022-01-03,,,
40-49,24460.0,24168.0,2022-01-03,,,
50-59,18898.0,19196.0,2022-01-03,,,
60-69,11556.0,11317.0,2022-01-03,,,
70-79,6271.0,6018.0,2022-01-03,,,
80-89,2848.0,3376.0,2022-01-03,,,
90+,703.0,1411.0,2022-01-03,,,
0-9,25545.0,24162.0,2022-01-04,,,
10-19,30085.0,30604.0,2022-01-04,,,
20-29,52167.0,51005.0,2022-01-04,,,
30-39,37063.0,35368.0,2022-01-04,,,
40-49,24460.0,24168.0,2022-01-04,,,
50-59,18898.0,19196.0,2022-01-04,,,
60-69,11556.0,11317.0,2022-01-04,,,
70-79,6271.0,6018.0,2022-01-04,,,
80-89,2848.0,3376.0,2022-01-04,,,
90+,703.0,1411.0,2022-01-04,,,
0-9,26936.0,25432.0,2022-01-04,,,
10-19,32194.0,32999.0,2022-01-04,,,
20-29,57793.0,56674.0,2022-01-04,,,
30-39,40349.0,38550.0,2022-01-04,,,
40-49,26350.0,26209.0,2022-01-04,,,
50-59,20607.0,21101.0,2022-01-04,,,
60-69,12552.0,12342.0,2022-01-04,,,
70-79,6835.0,6512.0,2022-01-04,,,
80-89,3076.0,3626.0,2022-01-04,,,
90+,760.0,1486.0,2022-01-04,,,
0-9,26936.0,25432.0,2022-01-05,,,
10-19,32194.0,32999.0,2022-01-05,,,
20-29,57793.0,56674.0,2022-01-05,,,
30-39,40349.0,38550.0,2022-01-05,,,
40-49,26350.0,26209.0,2022-01-05,,,
50-59,20607.0,21101.0,2022-01-05,,,
60-69,12552.0,12342.0,2022-01-05,,,
70-79,6835.0,6512.0,2022-01-05,,,
80-89,3076.0,3626.0,2022-01-05,,,
90+,760.0,1486.0,2022-01-05,,,
0-9,28387.0,26809.0,2022-01-05,,,
10-19,35059.0,36219.0,2022-01-05,,,
20-29,66209.0,65858.0,2022-01-05,,,
30-39,44707.0,42918.0,2022-01-05,,,
40-49,28744.0,28896.0,2022-01-05,,,
50-59,22638.0,23339.0,2022-01-05,,,
60-69,13780.0,13536.0,2022-01-05,,,
70-79,7403.0,7027.0,2022-01-05,,,
80-89,3289.0,3875.0,2022-01-05,,,
90+,804.0,1578.0,2022-01-05,,,
0-9,28387.0,26809.0,2022-01-06,,,
10-19,35059.0,36219.0,2022-01-06,,,
20-29,66209.0,65858.0,2022-01-06,,,
30-39,44707.0,42918.0,2022-01-06,,,
40-49,28744.0,28896.0,2022-01-06,,,
50-59,22638.0,23339.0,2022-01-06,,,
60-69,13780.0,13536.0,2022-01-06,,,
70-79,7403.0,7027.0,2022-01-06,,,
80-89,3289.0,3875.0,2022-01-06,,,
90+,804.0,1578.0,2022-01-06,,,
0-9,30009.0,28341.0,2022-01-06,,,
10-19,38405.0,40408.0,2022-01-06,,,
20-29,76533.0,77205.0,2022-01-06,,,
30-39,49571.0,47801.0,2022-01-06,,,
40-49,31261.0,31675.0,2022-01-06,,,
50-59,24729.0,25688.0,2022-01-06,,,
60-69,15051.0,14764.0,2022-01-06,,,
70-79,7972.0,7563.0,2022-01-06,,,
80-89,3484.0,4097.0,2022-01-06,,,
90+,855.0,1651.0,2022-01-06,,,
0-9,30009.0,28341.0,2022-01-07,,,
10-19,38405.0,40408.0,2022-01-07,,,
20-29,76533.0,77205.0,2022-01-07,,,
30-39,49571.0,47801.0,2022-01-07,,,
40-49,31261.0,31675.0,2022-01-07,,,
50-59,24729.0,25688.0,2022-01-07,,,
60-69,15051.0,14764.0,2022-01-07,,,
70-79,7972.0,7563.0,2022-01-07,,,
80-89,3484.0,4097.0,2022-01-07,,,
90+,855.0,1651.0,2022-01-07,,,
0-9,31545.0,29875.0,2022-01-07,,,
10-19,42008.0,44834.0,2022-01-07,,,
20-29,87186.0,88625.0,2022-01-07,,,
30-39,54461.0,52816.0,2022-01-07,,,
40-49,33874.0,34629.0,2022-01-07,,,
50-59,26902.0,28116.0,2022-01-07,,,
60-69,16345.0,16046.0,2022-01-07,,,
70-79,8529.0,8122.0,2022-01-07,,,
80-89,3728.0,4334.0,2022-01-07,,,
90+,914.0,1735.0,2022-01-07,,,
0-9,31545.0,29875.0,2022-01-08,,,
10-19,42008.0,44834.0,2022-01-08,,,
20-29,87186.0,88625.0,2022-01-08,,,
30-39,54461.0,52816.0,2022-01-08,,,
40-49,33874.0,34629.0,2022-01-08,,,
50-59,26902.0,28116.0,2022-01-08,,,
60-69,16345.0,16046.0,2022-01-08,,,
70-79,8529.0,8122.0,2022-01-08,,,
80-89,3728.0,4334.0,2022-01-08,,,
90+,914.0,1735.0,2022-01-08,,,
0-9,31545.0,29875.0,2022-01-09,,,
10-19,42008.0,44834.0,2022-01-09,,,
20-29,87186.0,88625.0,2022-01-09,,,
30-39,54461.0,52816.0,2022-01-09,,,
40-49,33874.0,34629.0,2022-01-09,,,
