Age Group,Male,Female,Date,Jurisdiction,7-day rolling average of COVID-19 hospitalisations as at 20 Sep 2022,7-day rolling average COVID-19 ICU cases as at 20 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 27 Sep 2022,7-day rolling average COVID-19 ICU cases as at 27 Sep 2022,7-day rolling average of COVID-19 hospitalisations as at 04 Oct 2022,7-day rolling average COVID-19 ICU cases as at 04 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 11 Oct 2022,7-day rolling average COVID-19 ICU cases as at 11 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 18 Oct 2022,7-day rolling average COVID-19 ICU cases as at 18 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 25 Oct 2022,7-day rolling average COVID-19 ICU cases as at 25 Oct 2022,7-day rolling average of COVID-19 hospitalisations as at 01 Nov 2022,7-day rolling average COVID-19 ICU cases as at 01 Nov 2022,7-day rolling average of COVID-19 hospitalisations as at 08 Nov 2022,7-day rolling average COVID-19 ICU cases as at 08 Nov 2022
40-49,48.0,28.0,2022-02-15,,,,,,,,,,,,,,,,,
50-59,123.0,79.0,2022-02-15,,,,,,,,,,,,,,,,,
60-69,272.0,137.0,2022-02-15,,,,,,,,,,,,,,,,,
70-79,615.0,329.0,2022-02-15,,,,,,,,,,,,,,,,,
80-89,941.0,653.0,2022-02-15,,,,,,,,,,,,,,,,,
90+,492.0,593.0,2022-02-15,,,,,,,,,,,,,,,,,
40-49,48.0,28.0,2022-02-16,,,,,,,,,,,,,,,,,
50-59,123.0,79.0,2022-02-16,,,,,,,,,,,,,,,,,
60-69,272.0,137.0,2022-02-16,,,,,,,,,,,,,,,,,
70-79,615.0,329.0,2022-02-16,,,,,,,,,,,,,,,,,
80-89,941.0,653.0,2022-02-16,,,,,,,,,,,,,,,,,
90+,492.0,593.0,2022-02-16,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-16,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-16,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-16,,,,,,,,,,,,,,,,,
30-39,28.0,16.0,2022-02-16,,,,,,,,,,,,,,,,,
40-49,49.0,30.0,2022-02-16,,,,,,,,,,,,,,,,,
50-59,125.0,80.0,2022-02-16,,,,,,,,,,,,,,,,,
60-69,279.0,139.0,2022-02-16,,,,,,,,,,,,,,,,,
70-79,626.0,333.0,2022-02-16,,,,,,,,,,,,,,,,,
80-89,959.0,664.0,2022-02-16,,,,,,,,,,,,,,,,,
90+,506.0,608.0,2022-02-16,,,,,,,,,,,,,,,,,
0-9,1.0,4.0,2022-02-17,,,,,,,,,,,,,,,,,
30-39,28.0,16.0,2022-02-17,,,,,,,,,,,,,,,,,
50-59,125.0,80.0,2022-02-17,,,,,,,,,,,,,,,,,
60-69,279.0,139.0,2022-02-17,,,,,,,,,,,,,,,,,
70-79,626.0,333.0,2022-02-17,,,,,,,,,,,,,,,,,
80-89,959.0,664.0,2022-02-17,,,,,,,,,,,,,,,,,
90+,506.0,608.0,2022-02-17,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-17,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-17,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-17,,,,,,,,,,,,,,,,,
30-39,28.0,17.0,2022-02-17,,,,,,,,,,,,,,,,,
40-49,49.0,30.0,2022-02-17,,,,,,,,,,,,,,,,,
50-59,128.0,81.0,2022-02-17,,,,,,,,,,,,,,,,,
60-69,281.0,145.0,2022-02-17,,,,,,,,,,,,,,,,,
70-79,637.0,338.0,2022-02-17,,,,,,,,,,,,,,,,,
80-89,962.0,673.0,2022-02-17,,,,,,,,,,,,,,,,,
90+,508.0,615.0,2022-02-17,,,,,,,,,,,,,,,,,
40-49,49.0,30.0,2022-02-18,,,,,,,,,,,,,,,,,
50-59,128.0,81.0,2022-02-18,,,,,,,,,,,,,,,,,
60-69,281.0,145.0,2022-02-18,,,,,,,,,,,,,,,,,
70-79,637.0,338.0,2022-02-18,,,,,,,,,,,,,,,,,
80-89,962.0,673.0,2022-02-18,,,,,,,,,,,,,,,,,
90+,508.0,615.0,2022-02-18,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-18,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-18,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-18,,,,,,,,,,,,,,,,,
30-39,28.0,17.0,2022-02-18,,,,,,,,,,,,,,,,,
40-49,49.0,31.0,2022-02-18,,,,,,,,,,,,,,,,,
50-59,127.0,82.0,2022-02-18,,,,,,,,,,,,,,,,,
60-69,285.0,145.0,2022-02-18,,,,,,,,,,,,,,,,,
70-79,647.0,342.0,2022-02-18,,,,,,,,,,,,,,,,,
80-89,966.0,679.0,2022-02-18,,,,,,,,,,,,,,,,,
90+,513.0,617.0,2022-02-18,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-19,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-19,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-19,,,,,,,,,,,,,,,,,
30-39,28.0,17.0,2022-02-19,,,,,,,,,,,,,,,,,
40-49,49.0,31.0,2022-02-19,,,,,,,,,,,,,,,,,
50-59,127.0,82.0,2022-02-19,,,,,,,,,,,,,,,,,
60-69,285.0,145.0,2022-02-19,,,,,,,,,,,,,,,,,
70-79,647.0,342.0,2022-02-19,,,,,,,,,,,,,,,,,
80-89,966.0,679.0,2022-02-19,,,,,,,,,,,,,,,,,
90+,513.0,617.0,2022-02-19,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-20,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-20,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-20,,,,,,,,,,,,,,,,,
30-39,28.0,17.0,2022-02-20,,,,,,,,,,,,,,,,,
40-49,49.0,31.0,2022-02-20,,,,,,,,,,,,,,,,,
50-59,127.0,82.0,2022-02-20,,,,,,,,,,,,,,,,,
60-69,285.0,145.0,2022-02-20,,,,,,,,,,,,,,,,,
70-79,647.0,342.0,2022-02-20,,,,,,,,,,,,,,,,,
80-89,966.0,679.0,2022-02-20,,,,,,,,,,,,,,,,,
90+,513.0,617.0,2022-02-20,,,,,,,,,,,,,,,,,
40-49,49.0,31.0,2022-02-21,,,,,,,,,,,,,,,,,
50-59,127.0,82.0,2022-02-21,,,,,,,,,,,,,,,,,
60-69,285.0,145.0,2022-02-21,,,,,,,,,,,,,,,,,
70-79,647.0,342.0,2022-02-21,,,,,,,,,,,,,,,,,
80-89,966.0,679.0,2022-02-21,,,,,,,,,,,,,,,,,
90+,513.0,617.0,2022-02-21,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-21,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-21,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-21,,,,,,,,,,,,,,,,,
30-39,28.0,17.0,2022-02-21,,,,,,,,,,,,,,,,,
40-49,50.0,31.0,2022-02-21,,,,,,,,,,,,,,,,,
50-59,131.0,83.0,2022-02-21,,,,,,,,,,,,,,,,,
60-69,294.0,147.0,2022-02-21,,,,,,,,,,,,,,,,,
70-79,661.0,346.0,2022-02-21,,,,,,,,,,,,,,,,,
80-89,990.0,692.0,2022-02-21,,,,,,,,,,,,,,,,,
90+,523.0,618.0,2022-02-21,,,,,,,,,,,,,,,,,
60-69,294.0,147.0,2022-02-22,,,,,,,,,,,,,,,,,
70-79,661.0,346.0,2022-02-22,,,,,,,,,,,,,,,,,
80-89,990.0,692.0,2022-02-22,,,,,,,,,,,,,,,,,
90+,523.0,618.0,2022-02-22,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-22,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-22,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-22,,,,,,,,,,,,,,,,,
30-39,28.0,17.0,2022-02-22,,,,,,,,,,,,,,,,,
40-49,50.0,31.0,2022-02-22,,,,,,,,,,,,,,,,,
50-59,131.0,83.0,2022-02-22,,,,,,,,,,,,,,,,,
60-69,300.0,149.0,2022-02-22,,,,,,,,,,,,,,,,,
70-79,664.0,346.0,2022-02-22,,,,,,,,,,,,,,,,,
80-89,997.0,698.0,2022-02-22,,,,,,,,,,,,,,,,,
90+,529.0,619.0,2022-02-22,,,,,,,,,,,,,,,,,
30-39,28.0,17.0,2022-02-23,,,,,,,,,,,,,,,,,
50-59,131.0,83.0,2022-02-23,,,,,,,,,,,,,,,,,
60-69,300.0,149.0,2022-02-23,,,,,,,,,,,,,,,,,
70-79,664.0,346.0,2022-02-23,,,,,,,,,,,,,,,,,
80-89,997.0,698.0,2022-02-23,,,,,,,,,,,,,,,,,
90+,529.0,619.0,2022-02-23,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-23,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-23,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-23,,,,,,,,,,,,,,,,,
30-39,29.0,17.0,2022-02-23,,,,,,,,,,,,,,,,,
40-49,50.0,31.0,2022-02-23,,,,,,,,,,,,,,,,,
50-59,132.0,83.0,2022-02-23,,,,,,,,,,,,,,,,,
60-69,303.0,152.0,2022-02-23,,,,,,,,,,,,,,,,,
70-79,677.0,350.0,2022-02-23,,,,,,,,,,,,,,,,,
80-89,1010.0,706.0,2022-02-23,,,,,,,,,,,,,,,,,
90+,537.0,631.0,2022-02-23,,,,,,,,,,,,,,,,,
60-69,303.0,152.0,2022-02-24,,,,,,,,,,,,,,,,,
70-79,677.0,350.0,2022-02-24,,,,,,,,,,,,,,,,,
80-89,1010.0,706.0,2022-02-24,,,,,,,,,,,,,,,,,
90+,537.0,631.0,2022-02-24,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-24,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-24,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-24,,,,,,,,,,,,,,,,,
30-39,29.0,17.0,2022-02-24,,,,,,,,,,,,,,,,,
40-49,50.0,31.0,2022-02-24,,,,,,,,,,,,,,,,,
50-59,132.0,83.0,2022-02-24,,,,,,,,,,,,,,,,,
60-69,303.0,155.0,2022-02-24,,,,,,,,,,,,,,,,,
70-79,687.0,352.0,2022-02-24,,,,,,,,,,,,,,,,,
80-89,1018.0,713.0,2022-02-24,,,,,,,,,,,,,,,,,
90+,537.0,633.0,2022-02-24,,,,,,,,,,,,,,,,,
50-59,132.0,83.0,2022-02-25,,,,,,,,,,,,,,,,,
60-69,303.0,155.0,2022-02-25,,,,,,,,,,,,,,,,,
70-79,687.0,352.0,2022-02-25,,,,,,,,,,,,,,,,,
80-89,1018.0,713.0,2022-02-25,,,,,,,,,,,,,,,,,
90+,537.0,633.0,2022-02-25,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-25,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-25,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-25,,,,,,,,,,,,,,,,,
30-39,29.0,17.0,2022-02-25,,,,,,,,,,,,,,,,,
40-49,50.0,31.0,2022-02-25,,,,,,,,,,,,,,,,,
50-59,135.0,83.0,2022-02-25,,,,,,,,,,,,,,,,,
60-69,307.0,157.0,2022-02-25,,,,,,,,,,,,,,,,,
70-79,692.0,354.0,2022-02-25,,,,,,,,,,,,,,,,,
80-89,1029.0,724.0,2022-02-25,,,,,,,,,,,,,,,,,
90+,542.0,641.0,2022-02-25,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-26,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-26,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-26,,,,,,,,,,,,,,,,,
30-39,29.0,17.0,2022-02-26,,,,,,,,,,,,,,,,,
40-49,50.0,31.0,2022-02-26,,,,,,,,,,,,,,,,,
50-59,135.0,83.0,2022-02-26,,,,,,,,,,,,,,,,,
60-69,307.0,157.0,2022-02-26,,,,,,,,,,,,,,,,,
70-79,692.0,354.0,2022-02-26,,,,,,,,,,,,,,,,,
80-89,1029.0,724.0,2022-02-26,,,,,,,,,,,,,,,,,
90+,542.0,641.0,2022-02-26,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-27,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-27,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-27,,,,,,,,,,,,,,,,,
30-39,29.0,17.0,2022-02-27,,,,,,,,,,,,,,,,,
40-49,50.0,31.0,2022-02-27,,,,,,,,,,,,,,,,,
50-59,135.0,83.0,2022-02-27,,,,,,,,,,,,,,,,,
60-69,307.0,157.0,2022-02-27,,,,,,,,,,,,,,,,,
70-79,692.0,354.0,2022-02-27,,,,,,,,,,,,,,,,,
80-89,1029.0,724.0,2022-02-27,,,,,,,,,,,,,,,,,
90+,542.0,641.0,2022-02-27,,,,,,,,,,,,,,,,,
40-49,50.0,31.0,2022-02-28,,,,,,,,,,,,,,,,,
50-59,135.0,83.0,2022-02-28,,,,,,,,,,,,,,,,,
60-69,307.0,157.0,2022-02-28,,,,,,,,,,,,,,,,,
70-79,692.0,354.0,2022-02-28,,,,,,,,,,,,,,,,,
80-89,1029.0,724.0,2022-02-28,,,,,,,,,,,,,,,,,
90+,542.0,641.0,2022-02-28,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-02-28,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-02-28,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-02-28,,,,,,,,,,,,,,,,,
30-39,29.0,17.0,2022-02-28,,,,,,,,,,,,,,,,,
40-49,51.0,31.0,2022-02-28,,,,,,,,,,,,,,,,,
50-59,136.0,83.0,2022-02-28,,,,,,,,,,,,,,,,,
60-69,314.0,158.0,2022-02-28,,,,,,,,,,,,,,,,,
70-79,707.0,355.0,2022-02-28,,,,,,,,,,,,,,,,,
80-89,1049.0,739.0,2022-02-28,,,,,,,,,,,,,,,,,
90+,548.0,648.0,2022-02-28,,,,,,,,,,,,,,,,,
20-29,9.0,3.0,2022-03-01,,,,,,,,,,,,,,,,,
50-59,136.0,83.0,2022-03-01,,,,,,,,,,,,,,,,,
60-69,314.0,158.0,2022-03-01,,,,,,,,,,,,,,,,,
70-79,707.0,355.0,2022-03-01,,,,,,,,,,,,,,,,,
80-89,1049.0,739.0,2022-03-01,,,,,,,,,,,,,,,,,
90+,548.0,648.0,2022-03-01,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-01,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-01,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-01,,,,,,,,,,,,,,,,,
30-39,29.0,17.0,2022-03-01,,,,,,,,,,,,,,,,,
40-49,51.0,31.0,2022-03-01,,,,,,,,,,,,,,,,,
50-59,137.0,86.0,2022-03-01,,,,,,,,,,,,,,,,,
60-69,322.0,158.0,2022-03-01,,,,,,,,,,,,,,,,,
70-79,712.0,358.0,2022-03-01,,,,,,,,,,,,,,,,,
80-89,1060.0,743.0,2022-03-01,,,,,,,,,,,,,,,,,
90+,557.0,654.0,2022-03-01,,,,,,,,,,,,,,,,,
30-39,29.0,17.0,2022-03-02,,,,,,,,,,,,,,,,,
50-59,137.0,86.0,2022-03-02,,,,,,,,,,,,,,,,,
60-69,322.0,158.0,2022-03-02,,,,,,,,,,,,,,,,,
70-79,712.0,358.0,2022-03-02,,,,,,,,,,,,,,,,,
80-89,1060.0,743.0,2022-03-02,,,,,,,,,,,,,,,,,
90+,557.0,654.0,2022-03-02,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-02,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-02,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-02,,,,,,,,,,,,,,,,,
30-39,30.0,17.0,2022-03-02,,,,,,,,,,,,,,,,,
40-49,51.0,31.0,2022-03-02,,,,,,,,,,,,,,,,,
50-59,140.0,86.0,2022-03-02,,,,,,,,,,,,,,,,,
60-69,324.0,158.0,2022-03-02,,,,,,,,,,,,,,,,,
70-79,720.0,362.0,2022-03-02,,,,,,,,,,,,,,,,,
80-89,1069.0,751.0,2022-03-02,,,,,,,,,,,,,,,,,
90+,569.0,662.0,2022-03-02,,,,,,,,,,,,,,,,,
30-39,30.0,17.0,2022-03-03,,,,,,,,,,,,,,,,,
40-49,51.0,31.0,2022-03-03,,,,,,,,,,,,,,,,,
50-59,140.0,86.0,2022-03-03,,,,,,,,,,,,,,,,,
60-69,324.0,158.0,2022-03-03,,,,,,,,,,,,,,,,,
70-79,720.0,362.0,2022-03-03,,,,,,,,,,,,,,,,,
80-89,1069.0,751.0,2022-03-03,,,,,,,,,,,,,,,,,
90+,569.0,662.0,2022-03-03,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-03,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-03,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-03,,,,,,,,,,,,,,,,,
30-39,31.0,17.0,2022-03-03,,,,,,,,,,,,,,,,,
40-49,52.0,31.0,2022-03-03,,,,,,,,,,,,,,,,,
50-59,143.0,87.0,2022-03-03,,,,,,,,,,,,,,,,,
60-69,326.0,161.0,2022-03-03,,,,,,,,,,,,,,,,,
70-79,729.0,366.0,2022-03-03,,,,,,,,,,,,,,,,,
80-89,1073.0,755.0,2022-03-03,,,,,,,,,,,,,,,,,
90+,576.0,669.0,2022-03-03,,,,,,,,,,,,,,,,,
50-59,143.0,87.0,2022-03-04,,,,,,,,,,,,,,,,,
60-69,326.0,161.0,2022-03-04,,,,,,,,,,,,,,,,,
70-79,729.0,366.0,2022-03-04,,,,,,,,,,,,,,,,,
80-89,1073.0,755.0,2022-03-04,,,,,,,,,,,,,,,,,
90+,576.0,669.0,2022-03-04,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-04,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-04,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-04,,,,,,,,,,,,,,,,,
30-39,31.0,17.0,2022-03-04,,,,,,,,,,,,,,,,,
40-49,52.0,31.0,2022-03-04,,,,,,,,,,,,,,,,,
50-59,145.0,87.0,2022-03-04,,,,,,,,,,,,,,,,,
60-69,328.0,162.0,2022-03-04,,,,,,,,,,,,,,,,,
70-79,737.0,367.0,2022-03-04,,,,,,,,,,,,,,,,,
80-89,1081.0,764.0,2022-03-04,,,,,,,,,,,,,,,,,
90+,579.0,677.0,2022-03-04,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-05,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-05,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-05,,,,,,,,,,,,,,,,,
30-39,31.0,17.0,2022-03-05,,,,,,,,,,,,,,,,,
40-49,52.0,31.0,2022-03-05,,,,,,,,,,,,,,,,,
50-59,145.0,87.0,2022-03-05,,,,,,,,,,,,,,,,,
60-69,328.0,162.0,2022-03-05,,,,,,,,,,,,,,,,,
70-79,737.0,367.0,2022-03-05,,,,,,,,,,,,,,,,,
80-89,1081.0,764.0,2022-03-05,,,,,,,,,,,,,,,,,
90+,579.0,677.0,2022-03-05,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-06,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-06,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-06,,,,,,,,,,,,,,,,,
30-39,31.0,17.0,2022-03-06,,,,,,,,,,,,,,,,,
40-49,52.0,31.0,2022-03-06,,,,,,,,,,,,,,,,,
50-59,145.0,87.0,2022-03-06,,,,,,,,,,,,,,,,,
60-69,328.0,162.0,2022-03-06,,,,,,,,,,,,,,,,,
70-79,737.0,367.0,2022-03-06,,,,,,,,,,,,,,,,,
80-89,1081.0,764.0,2022-03-06,,,,,,,,,,,,,,,,,
90+,579.0,677.0,2022-03-06,,,,,,,,,,,,,,,,,
30-39,31.0,17.0,2022-03-07,,,,,,,,,,,,,,,,,
50-59,145.0,87.0,2022-03-07,,,,,,,,,,,,,,,,,
60-69,328.0,162.0,2022-03-07,,,,,,,,,,,,,,,,,
70-79,737.0,367.0,2022-03-07,,,,,,,,,,,,,,,,,
80-89,1081.0,764.0,2022-03-07,,,,,,,,,,,,,,,,,
90+,579.0,677.0,2022-03-07,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-07,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-07,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-07,,,,,,,,,,,,,,,,,
30-39,31.0,18.0,2022-03-07,,,,,,,,,,,,,,,,,
40-49,52.0,31.0,2022-03-07,,,,,,,,,,,,,,,,,
50-59,144.0,87.0,2022-03-07,,,,,,,,,,,,,,,,,
60-69,333.0,165.0,2022-03-07,,,,,,,,,,,,,,,,,
70-79,746.0,370.0,2022-03-07,,,,,,,,,,,,,,,,,
80-89,1094.0,771.0,2022-03-07,,,,,,,,,,,,,,,,,
90+,585.0,687.0,2022-03-07,,,,,,,,,,,,,,,,,
50-59,144.0,87.0,2022-03-08,,,,,,,,,,,,,,,,,
60-69,333.0,165.0,2022-03-08,,,,,,,,,,,,,,,,,
70-79,746.0,370.0,2022-03-08,,,,,,,,,,,,,,,,,
80-89,1094.0,771.0,2022-03-08,,,,,,,,,,,,,,,,,
90+,585.0,687.0,2022-03-08,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-08,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-08,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-08,,,,,,,,,,,,,,,,,
30-39,31.0,18.0,2022-03-08,,,,,,,,,,,,,,,,,
40-49,52.0,31.0,2022-03-08,,,,,,,,,,,,,,,,,
50-59,146.0,87.0,2022-03-08,,,,,,,,,,,,,,,,,
60-69,334.0,166.0,2022-03-08,,,,,,,,,,,,,,,,,
70-79,751.0,372.0,2022-03-08,,,,,,,,,,,,,,,,,
80-89,1099.0,772.0,2022-03-08,,,,,,,,,,,,,,,,,
90+,586.0,695.0,2022-03-08,,,,,,,,,,,,,,,,,
20-29,10.0,3.0,2022-03-09,,,,,,,,,,,,,,,,,
60-69,334.0,166.0,2022-03-09,,,,,,,,,,,,,,,,,
70-79,751.0,372.0,2022-03-09,,,,,,,,,,,,,,,,,
80-89,1099.0,772.0,2022-03-09,,,,,,,,,,,,,,,,,
90+,586.0,695.0,2022-03-09,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-09,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-09,,,,,,,,,,,,,,,,,
20-29,10.0,4.0,2022-03-09,,,,,,,,,,,,,,,,,
30-39,31.0,18.0,2022-03-09,,,,,,,,,,,,,,,,,
40-49,52.0,31.0,2022-03-09,,,,,,,,,,,,,,,,,
50-59,146.0,87.0,2022-03-09,,,,,,,,,,,,,,,,,
60-69,339.0,170.0,2022-03-09,,,,,,,,,,,,,,,,,
70-79,753.0,373.0,2022-03-09,,,,,,,,,,,,,,,,,
80-89,1107.0,776.0,2022-03-09,,,,,,,,,,,,,,,,,
90+,592.0,698.0,2022-03-09,,,,,,,,,,,,,,,,,
30-39,31.0,18.0,2022-03-10,,,,,,,,,,,,,,,,,
40-49,52.0,31.0,2022-03-10,,,,,,,,,,,,,,,,,
60-69,339.0,170.0,2022-03-10,,,,,,,,,,,,,,,,,
70-79,753.0,373.0,2022-03-10,,,,,,,,,,,,,,,,,
80-89,1107.0,776.0,2022-03-10,,,,,,,,,,,,,,,,,
90+,592.0,698.0,2022-03-10,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-10,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-10,,,,,,,,,,,,,,,,,
20-29,10.0,4.0,2022-03-10,,,,,,,,,,,,,,,,,
30-39,31.0,19.0,2022-03-10,,,,,,,,,,,,,,,,,
40-49,53.0,31.0,2022-03-10,,,,,,,,,,,,,,,,,
50-59,146.0,87.0,2022-03-10,,,,,,,,,,,,,,,,,
60-69,341.0,169.0,2022-03-10,,,,,,,,,,,,,,,,,
70-79,755.0,375.0,2022-03-10,,,,,,,,,,,,,,,,,
80-89,1101.0,773.0,2022-03-10,,,,,,,,,,,,,,,,,
90+,593.0,697.0,2022-03-10,,,,,,,,,,,,,,,,,
40-49,53.0,31.0,2022-03-11,,,,,,,,,,,,,,,,,
50-59,146.0,87.0,2022-03-11,,,,,,,,,,,,,,,,,
60-69,341.0,169.0,2022-03-11,,,,,,,,,,,,,,,,,
70-79,755.0,375.0,2022-03-11,,,,,,,,,,,,,,,,,
80-89,1101.0,773.0,2022-03-11,,,,,,,,,,,,,,,,,
90+,593.0,697.0,2022-03-11,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-11,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-11,,,,,,,,,,,,,,,,,
20-29,10.0,4.0,2022-03-11,,,,,,,,,,,,,,,,,
30-39,31.0,19.0,2022-03-11,,,,,,,,,,,,,,,,,
40-49,53.0,32.0,2022-03-11,,,,,,,,,,,,,,,,,
50-59,146.0,88.0,2022-03-11,,,,,,,,,,,,,,,,,
60-69,342.0,169.0,2022-03-11,,,,,,,,,,,,,,,,,
70-79,757.0,376.0,2022-03-11,,,,,,,,,,,,,,,,,
80-89,1104.0,776.0,2022-03-11,,,,,,,,,,,,,,,,,
90+,596.0,700.0,2022-03-11,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-12,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-12,,,,,,,,,,,,,,,,,
20-29,10.0,4.0,2022-03-12,,,,,,,,,,,,,,,,,
30-39,31.0,19.0,2022-03-12,,,,,,,,,,,,,,,,,
40-49,53.0,32.0,2022-03-12,,,,,,,,,,,,,,,,,
50-59,146.0,88.0,2022-03-12,,,,,,,,,,,,,,,,,
60-69,342.0,169.0,2022-03-12,,,,,,,,,,,,,,,,,
70-79,757.0,376.0,2022-03-12,,,,,,,,,,,,,,,,,
80-89,1104.0,776.0,2022-03-12,,,,,,,,,,,,,,,,,
90+,596.0,700.0,2022-03-12,,,,,,,,,,,,,,,,,
0-9,1.0,3.0,2022-03-13,,,,,,,,,,,,,,,,,
10-19,1.0,1.0,2022-03-13,,,,,,,,,,,,,,,,,
20-29,10.0,4.0,2022-03-13,,,,,,,,,,,,,,,,,
30-39,31.0,19.0,2022-03-13,,,,,,,,,,,,,,,,,
40-49,53.0,32.0,2022-03-13,,,,,,,,,,,,,,,,,
50-59,146.0,88.0,2022-03-13,,,,,,,,,,,,,,,,,
60-69,342.0,169.0,2022-03-13,,,,,,,,,,,,,,,,,
70-79,757.0,376.0,2022-03-13,,,,,,,,,,,,,,,,,
80-89,1104.0,776.0,2022-03-13,,,,,,,,,,,,,,,,,
90+,596.0,700.0,2022-03-13,,,,,,,,,,,,,,,,,
30-39,31.0,19.0,2022-03-14,,,,,,,,,,,,,,,,,
40-49,53.0,32.0,2022-03-14,,,,,,,,,,,,,,,,,
50-59,146.0,88.0,2022-03-14,,,,,,,,,,,,,,,,,
60-69,342.0,169.0,2022-03-14,,,,,,,,,,,,,,,,,
70-79,757.0,376.0,2022-03-14,,,,,,,,,,,,,,,,,
80-89,1104.0,776.0,2022-03-14,,,,,,,,,,,,,,,,,
